Protein	UniquePeptides	TotalPSMs	Cp1	Cp2	Lf1	Lf2	Mt1	Mt2	Cp1_noPF	Cp2_noPF	Lf1_noPF	Lf2_noPF	Mt1_noPF	Mt2_noPF
AT5G41010.1	1	1	0	0	0	0	24343172.43	42779095.86	0	0	0	0	24343172.43	0
AT5G41210.1	18	39	118675407.87	184757836.248	1127090791.25	1154740575.257	3676895748.75	2208764220.78	49194213.92	0	599498936	80562021.63	3163252532.41	1331978673.9
AT5G41480.1	4	6	5581024.28	48593975.53	0	0	224588443.09	158191130.595	5581024.28	0	0	0	193109132.75	70492685.36
AT5G41520.1	6	9	25354401.78	24463481.715	1155183440	1150224444.05	82628963.59	131437003.01	0	0	804684064	971191590.35	30251035.58	0
AT5G41600.1	1	1	0	0	0	16104274.81	0	0	0	0	0	16104274.81	0	0
AT5G41670.1	11	29	1691414019.93	1107040515.98	1316066737.5	1454119019.048	79627180.76	125094804.69	1629353856.51	861292848.15	760698039.5	798724169.828	61483487.04	0
AT5G41685.1	5	10	38169096.79	25597514.77	58114108	99926636.42	1057947364.89	947183084.4	0	0	0	0	965444297.17	811915076
AT5G41700.1	2	2	0	0	515585136	619499684.6	33670967.54	31136083.74	0	0	515585136	0	0	0
AT5G41761.1	1	1	0	0	0	0	33299630.91	39100156.8	0	0	0	0	33299630.91	0
AT5G41790.1	30	53	19750548.088	8308172.706	1164785648	1753548152.129	860971576.467	1135758382.2	0	0	576971994	1232460051.909	622431568.948	484865038.05
AT5G41850.1	1	1	0	7415828.51	0	4568986.827	9404905.292	0	0	7415828.51	0	0	0	0
AT5G41950.1	3	4	55768732.29	0	107628792	112636833.36	22413369.05	22979082.04	0	0	35144728	90004605.65	22413369.05	0
AT5G41960.1	3	4	94128612.17	226635986.23	21820832	0	0	0	83602816.75	67812107.83	0	0	0	0
AT5G41970.1	14	27	104686613.8	64212487.046	757649269	667484905.257	831184788.21	717466495.5	12540794.77	0	453102872	476984128.04	577884361.28	383080091.48
AT5G42000.1	1	1	0	2963258.722	0	0	6379099.974	18377467.26	0	0	0	0	0	18377467.26
AT5G42020.1	4	10	0	0	513929756	166070875.66	277447252.636	178149587.89	0	0	418515276	0	272868462.67	153492244.3
AT5G42030.1	1	1	58979008.66	92286805.48	807075072	496385568.2	56055228.69	74249893.69	0	92286805.48	0	0	0	0
AT5G42070.1	3	10	408436830.89	263706795.32	183820692	183577943.09	20153000.23	10932905.57	206872131.59	263706795.32	183820692	183577943.09	0	0
AT5G42080.1	25	47	57615637.195	21258560.4447	1601996761	1221064679.458	1281740781.69	1595835272.726	0	9855406.245	1210468240	756653856.01	925137717.97	456300838.89
AT5G42090.1	2	2	643292833	94289516.12	561683834	415302390.38	37798665.71	9761998.759	0	0	534000288	24832659.18	0	0
AT5G42100.1	3	4	52256393.46	122599951.41	56095013.5	48306395.38	21283739.07	0	24669695.04	65552948.12	0	48306395.38	0	0
AT5G42130.1	6	9	282953411.86	66141420.107	204998045	237588750.49	407178421.7	296362248.368	106039012.7	13004265.48	65649264	201153161.88	0	0
AT5G42150.1	18	28	210593509.22	56110967.682	339601102.5	382050864.873	2949607513.03	3190670875.126	0	0	74273072	62171061	2143761105.608	2566580578.13
AT5G42190.1	2	6	0	0	125463965	121521681.71	0	0	0	0	125463965	121521681.71	0	0
AT5G42240.1	3	4	7173048.418	8073822.907	229295952	329929159.64	12368950.96	20432132.366	0	0	189984200	183020629.34	0	0
AT5G42270.1	12	79	29931598863.76	12636325061	65182903551.5	59811810539.2	502976912.929	489907782.57	29931598863.76	12636325061	3646332159.5	3774242798.12	204957222.07	288348354.51
AT5G42300.1	1	1	0	0	0	85116100.74	57971073.33	70765554.31	0	0	0	0	57971073.33	0
AT5G42390.1	8	16	517704557.22	89672163.385	292199070	376554413.146	37074805.912	47369624.19	517704557.22	32108870	131046712	253681282.72	0	0
AT5G42480.1	11	16	426763384.81	217326740.015	234105931	339108669.269	243574772.086	288771051.2	281505375.89	103048942.92	94907014	0	0	0
AT5G42570.1	6	11	41183726.09	254234783.878	410005078	677460770.25	140375658.967	127883212.25	0	0	410005078	400848856.33	48439431.17	35559311.61
AT5G42650.1	46	208	51677525132.447	78178257618.37	14187543118	17786164505.62	2625801501.082	2800586418.83	51516143364.98	75589568467.17	11946592482	14175848595.72	1842331780.57	2045595629.49
AT5G42720.1	1	1	0	8075945.413	69636664	90201153.53	0	0	0	0	69636664	0	0	0
AT5G42740.1	11	16	52264496.646	70320684.755	1376302208	1553981454	215850170.703	449170974.766	0	15059401.49	1026167980	765103236.61	50389989.13	70947078.58
AT5G42765.1	8	22	1621092472.86	1948087088.54	772404935	1215293944.31	127981439.66	113541811.59	1092712379.16	1643555859.04	582270403	160612873.2	76152938.19	102582920
AT5G42770.1	1	2	0	0	29573014	21034216.43	0	40449562.05	0	0	29573014	21034216.43	0	0
AT5G42790.1	4	9	0	0	360574556	363142046.39	74742463.14	80730089.35	0	0	360574556	363142046.39	0	0
AT5G42850.1	4	8	7136185.962	25491408.12	343687784	445823695.03	3242727.852	39425801.68	0	0	213889464	445823695.03	0	0
AT5G42890.1	6	9	9817905.635	11420541.44	193358612	143101674.3	1100659425.3	1081502344.41	0	0	114696856	101531212	887303416.2	695336841.21
AT5G42950.1	1	1	0	0	19318024	0	26679352.04	44195592.39	0	0	19318024	0	0	0
AT5G42960.1	9	17	652424293.81	273963328.81	592362576	402306539.539	173539856.852	127881528.73	196137969.48	237413802.09	464710432	269022982.11	165392373.09	41958751.4
AT5G42970.1	3	5	65445864.91	11550939.26	169999464	117703487.98	30084779.75	53892234.98	0	0	99571240	94337804.58	0	53892234.98
AT5G42980.1	10	28	185696186.22	75572673.34	6847290837	5558982520.3	433931843.46	587722636.06	69297232.45	28431594.12	6326722564	4689571823	210097851.66	63365069.65
AT5G43010.1	1	2	0	0	21922444	16092225.16	0	0	0	0	21922444	16092225.16	0	0
AT5G43060.1	2	2	0	0	31643518	13101276.39	38449337.72	48331367.98	0	0	31643518	0	38449337.72	0
AT5G43090.1	1	2	80983983.14	6381245.151	107985928	172526769	16831395.05	0	0	0	107985928	172526769	0	0
AT5G43140.1	2	3	0	14377110.84	52187040	53383202.5	397554597.2	370601805.43	0	0	0	0	397554597.2	358441514.7
AT5G43280.1	4	8	8784855.016	12753583.06	59611704	52120552.17	298148540.35	272168021.03	0	12753583.06	0	0	298148540.35	60558358.87
AT5G43330.1	1	3	0	0	64055132	67762714.41	305167023.1	218190143.6	0	0	64055132	67762714.41	0	0
AT5G43430.1	16	30	31433224.098	4824461.607	286831419.5	449272683.976	5202799287.5	4078936723.973	0	0	0	8171735.246	5100271387.5	3541332878.473
AT5G43460.1	2	5	0	0	104152472	45753059.41	93864967.59	63698733.52	0	0	104152472	45753059.41	93864967.59	30736648.44
AT5G43470.1	2	2	0	0	62454018	70724535.95	37621418.27	61038197.18	0	0	0	70724535.95	0	0
AT5G43500.1	1	1	0	0	0	0	38418068.21	34767418.11	0	0	0	0	38418068.21	0
AT5G43600.1	6	9	0	0	343098263	440563341.95	43762733.429	32996318.11	0	0	287105615	292382135.54	0	0
AT5G43745.1	4	6	93468944.8	29092087.627	50179491.5	86748579.087	14076935.04	20186711.59	74560421.24	22482262.71	24599518	0	0	0
AT5G43750.1	4	16	546147088.94	1041769928.5	339620096.5	460055135.66	151257451.7	0	253673849.74	1041769928.5	129640912	460055135.66	0	0
AT5G43780.1	5	10	249875103.127	94501559.726	600109954	687530776.66	98506694.56	49556470.44	165147162.02	65028355.89	540025866	511866014.09	0	0
AT5G43830.1	6	9	33406889.188	9248909.47	685829998	452452672.487	133032708.81	154411141.88	0	0	660973232	286067992.787	29004524.73	33332034.16
AT5G43850.1	2	3	72990117.52	43410902.36	37703160	36629922.61	0	0	0	0	37703160	15550112.28	0	0
AT5G43860.1	1	1	0	0	8292316.5	25466844.56	0	0	0	0	0	25466844.56	0	0
AT5G43940.1	13	32	250486868.155	295317131.289	7465145049	7511947194.003	746164859.565	609003826.77	72566184.01	68296748.219	5527835906	5451927779.92	364190979.39	294298980
AT5G43960.1	7	15	27694425.385	46029045.365	517695014	340681758.31	149187440.2	332902355.14	0	0	244742078	340681758.31	77140956.18	129511811.12
AT5G43970.1	7	14	6811732.98	75742586.527	503957301	597647077.7	6813974770.5	8290837906.9	0	0	320487760	451356801.9	4481880496.6	8290837906.9
AT5G44000.1	2	3	47234105.41	66079847.35	22863340	29549325.33	0	0	47234105.41	66079847.35	0	0	0	0
AT5G44020.1	30	236	685285829.428	900186794.687	1417154077.4	1272668965.689	279020474285.33	253046116834.26	377607007.532	589642255.28	880254696	549525591.79	270247572959.63	252888700507.26
AT5G44070.1	10	19	22075209.541	17007579.068	899122850	1353527704.9	370075350.26	547560844.31	0	7667898.858	824713826	927991242.6	150013464.37	212757415.8
AT5G44090.1	2	2	34692352.34	85799500.23	173799756	132308303.568	8993417.533	0	0	0	155045216	9390348.468	0	0
AT5G44130.1	4	7	347352725.2	144394038.3	1763965512	1541732757.71	190911090.1	239605553.533	0	0	1687314688	1541732757.71	93212557.11	0
AT5G44180.1	3	3	12885939.49	8158520.007	0	10863538.58	83531852.642	96884214.59	0	0	0	0	32933206.352	72720085.97
AT5G44320.1	3	5	0	60609122.26	275146326	213686622.01	15806778.073	8242356.252	0	0	179003686	213686622.01	0	0
AT5G44340.1	3	5	0	0	114002408	353606023.01	86925037.14	125619642.93	0	0	21862984	18271227.51	86925037.14	27334319.87
AT5G44400.1	7	9	18684338.12	80569061.685	522784648	432215388.5	440421452.9	724763843.3	0	22408054.579	396763688	269220869.94	0	0
AT5G44520.1	2	2	23963174.03	10217932.34	252033492	257754027.54	10573776.39	50859892.11	23963174.03	0	0	0	0	0
AT5G44650.1	20	62	2562351355.527	3321504527.9	1073860862	1020347285.256	265978491.547	188686339.452	2500315368.55	2701709648.98	859218016	835977143.536	0	0
AT5G44710.1	4	7	0	19196485.8	9516587	5820976.278	604001198.57	492076903.2	0	0	0	0	310570752.97	492076903.2
AT5G44720.1	7	12	82082469.696	56671494.201	498656415	657993774.79	15728320.7	36743100.75	0	0	325015631	657993774.79	0	0
AT5G44730.1	15	29	1559028809.93	734962183.365	1342348078.5	1454363122.818	4750398316.39	4315973355.42	0	0	1218970556	1234034854.08	3223427358.17	3612794620.03
AT5G44785.1	1	1	0	0	0	0	30260418.73	27628677.67	0	0	0	0	30260418.73	0
AT5G45040.1	1	1	35984157.35	19992900.88	0	7541573.927	0	0	0	19992900.88	0	0	0	0
AT5G45160.1	2	2	0	0	10922988	178353903.2	295145382.3	295617497.7	0	0	0	178353903.2	0	0
AT5G45170.1	12	28	1961620401.98	782247079.29	1231162180	1130791457.74	127245603.031	257461224.19	1822732963.2	387683725.42	1171767366	365253838.78	0	0
AT5G45280.1	2	3	16532656.84	23029087.08	177856596	195794915	13563800.96	0	0	23029087.08	0	195794915	0	0
AT5G45390.1	9	54	1705466394.08	374670786.248	1308986995.2	2063451613.84	194545852.771	198602813.109	1500634007.45	213384832.248	1079959147.2	2032422811.07	4702736.231	6355005.959
AT5G45420.1	2	4	0	0	37226905	32142532.088	8980318.469	14075206.75	0	0	37226905	32142532.088	0	0
AT5G45500.1	1	1	0	0	15228668	0	0	0	0	0	15228668	0	0	0
AT5G45590.1	3	3	0	0	0	0	258538042.43	200465319.16	0	0	0	0	258538042.43	0
AT5G45620.1	4	5	0	4525474.416	241594418	215734100.37	32304926.7	113011283.63	0	0	89817640	215734100.37	0	0
AT5G45650.1	1	1	0	0	17399104	19946454.04	0	0	0	0	0	19946454.04	0	0
AT5G45680.1	4	18	2160693558.2	2364097968.6	2737143744	3519020470.6	128890119.541	66281593.1	1734304332.6	2364097968.6	2217294976	2499871667.6	0	0
AT5G45750.1	2	4	8559576.988	15273210.89	91076936	55174888.56	3321588.612	0	0	15273210.89	34156488	24604923.71	0	0
AT5G45930.1	4	5	386576042.23	34001263.68	280367556	200487552.7	8050679.42	16011405.23	386576042.23	0	114657440	0	0	0
AT5G45950.1	2	2	38757205.34	96668719.25	151815496	37343652	37308251.56	21798520.14	0	0	151815496	0	0	0
AT5G46020.1	1	3	0	14266696.56	0	0	74325094.02	91971075.56	0	14266696.56	0	0	74325094.02	91971075.56
AT5G46070.1	28	46	259478924.567	305064572.907	876041021.438	858528782.531	4425384413.707	6096796213.87	0	50703782.979	665038098	239560996.65	3116490750.897	4112490206.01
AT5G46110.1	5	43	11036804548.11	3327223796.59	15775380398	10310310977.94	2696022386.3	1407400879.55	11036804548.11	3327223796.59	15775380398	10310310977.94	2520123200.4	1336931339.1
AT5G46160.1	3	4	0	0	8116212.5	9483909.059	552473133.65	458039812.98	0	0	0	0	552473133.65	264961958
AT5G46180.1	12	20	71345705.872	15974329.89	281275201	210906326.89	2182267317.37	1885884755.45	0	0	0	52005146.96	2182267317.37	1396618982.1
AT5G46210.1	2	2	0	6650680.181	29355120	39936698.24	0	102694107.4	0	0	11448586	17962018.68	0	0
AT5G46290.1	8	21	2961914713.02	1288301339.41	1612480088	1616139085.7	46638205.73	39640928.18	2446167072.02	988585654.5	498516136	967778401.4	0	0
AT5G46390.1	10	15	217995450.673	388965621.18	108588948	86557483.76	22235680.933	24427974.12	126956415.01	325434342.38	44253815	0	0	0
AT5G46420.1	1	1	14431000.88	1728418.411	3833511.75	0	20495770.64	0	14431000.88	0	0	0	0	0
AT5G46430.1	2	3	0	0	0	33849378.34	30245384.28	22947979.72	0	0	0	33849378.34	30245384.28	22947979.72
AT5G46570.1	1	1	0	0	9887268	0	5706808.615	0	0	0	9887268	0	0	0
AT5G46580.1	7	10	279412889.395	152739853.571	257060525	182568222.62	216374786.553	152125671.739	233869883.7	33311661.05	146824321	71951210.19	0	0
AT5G46630.1	6	11	145656391.1	21605172.533	433778350	561428331.902	139348949.848	210666405.51	0	0	265643780	150842528.58	85583862.54	32365351.31
AT5G46700.1	1	1	0	4902569.885	97804152	28636579.72	0	0	0	0	97804152	0	0	0
AT5G46750.1	2	5	0	0	39176058	59166164.35	0	0	0	0	39176058	59166164.35	0	0
AT5G46780.1	1	2	0	0	0	0	50077936.36	30641951.7	0	0	0	0	50077936.36	30641951.7
AT5G46790.1	3	4	0	0	228938654	169020199.83	233910217.3	279066369.68	0	0	86660504	169020199.83	0	0
AT5G46800.1	28	107	233518876.65	260383664.469	4649792422.3125	5191422397.021	69537161242.87	67202404355.22	0	14655179.765	3793261922	3800034567.8	63656658068.27	57182187001.9
AT5G46860.1	8	11	23069280.44	9531675.745	642487980	417204141.28	240145938.073	205091778.429	0	0	369954832	149777323.74	61560251.813	68054300.89
AT5G47010.1	2	3	0	0	57376056	83444069.41	10334557.72	61989195.72	0	0	33316440	83444069.41	0	0
AT5G47030.1	9	68	262678939.847	104554920.9	1504119246	2123353067.783	24817133987.28	25165113968.13	146087391.3	83539471.8	597839680	852278572.3	24735773215.7	25113816173.5
AT5G47110.1	8	25	2122548443.731	1572663192.02	536682539	394140642.86	72791316.988	88861730.84	2119493215.87	1291958156.92	473120912	164973843.3	0	0
AT5G47190.1	6	26	2756730831.04	948435644.64	663983375	1223842888.237	193249716.8	50350034.982	2756730831.04	833090135.14	637385208	1191373680.8	30741141.3	0
AT5G47200.1	2	2	13350093.31	29901982.48	109465642	135947723.8	45248380.74	25925060.08	0	0	109465642	0	45248380.74	0
AT5G47210.1	19	44	13070612.6807	25420325.5694	1317871142	1346754666.83	4947137314.69	7186748463.5	12892379.01	0	1104586154	1210069975.47	3531608061.45	6008112282.94
AT5G47320.1	4	7	6569124.89	0	68491835.5	135958628.889	513337579.53	699237792.5	0	0	0	0	513337579.53	590391139.9
AT5G47330.1	2	2	0	24153107.64	86390256	21049958.38	26723287.91	0	0	0	86390256	0	0	0
AT5G47435.1	2	6	0	0	0	19167421.63	393570636.4	253990384.6	0	0	0	0	393570636.4	253990384.6
AT5G47520.1	1	4	0	0	89142320	92713613.25	27389578.1	10504663.97	0	0	89142320	0	27389578.1	0
AT5G47560.1	1	1	0	8443143.897	13349790	0	0	0	0	0	13349790	0	0	0
AT5G47570.1	7	13	0	46722776.849	161416996	235189818.18	12189135617.68	12288094143.39	0	0	0	180589260.79	9844642495.98	6936443076.2
AT5G47630.1	2	4	0	0	45050456	39641298.78	889836381.9	403979868.1	0	0	0	0	889836381.9	108950869.6
AT5G47640.1	1	1	0	0	145077328	103175135	0	0	0	0	145077328	0	0	0
AT5G47650.1	1	2	0	0	29119550	34166334.68	0	26921715.97	0	0	29119550	34166334.68	0	0
AT5G47690.1	3	3	15713917.22	19194541.02	36508684	76310104.95	40050114.03	95946618.5	0	0	36508684	38644966.85	0	0
AT5G47760.1	2	2	0	0	0	17499310.23	7232159.686	0	0	0	0	17499310.23	0	0
AT5G47770.1	4	7	0	0	294550082	81078979.271	78110569.83	136586802.34	0	0	294550082	38801128.07	34618930.62	101925042.6
AT5G47840.1	8	20	699681325.13	181757304.63	657116254	901792163.535	60760186.118	29317289.18	552684475.53	108718442.16	592416452	800325808.94	0	0
AT5G47860.1	9	12	333625794.702	436768540.44	253951691	294968342.59	96837898.7	85328406.16	121691564.46	388426873.07	9413621	73737770.62	0	0
AT5G47870.1	5	11	430502051.48	196873588.08	436743412	339338755.52	319371383.87	205922688.21	381688190.6	133632550.86	309803328	205167924.98	138117924	0
AT5G47880.1	1	1	0	0	72520472	65824852.13	38608346.52	76791839.4	0	0	72520472	0	0	0
AT5G47890.1	10	26	35100956.117	17741971.805	710407831	979723519.25	19419631101.76	17064789207.97	0	0	0	378087532.1	19209472622.86	12135837366.97
AT5G47930.1	2	2	0	0	169925366	300943632.9	477766918.4	168097259.1	0	0	0	0	341594642.8	168097259.1
AT5G48020.1	2	3	5044403.309	0	83656648	67037319.74	130442738.1	372847136.4	0	0	44404464	67037319.74	0	0
AT5G48030.1	7	14	166530565.45	27353833.69	560293825	377369023.9	825852622.41	1003127348.94	0	0	0	0	825852622.41	831088464.54
AT5G48180.1	1	1	0	0	37726176	25658277.55	0	0	0	0	37726176	0	0	0
AT5G48220.1	8	16	602638165.68	88377197.795	471303998	604677394.269	26074191.23	291147603.8	602638165.68	28811454.86	320096264	322905117.17	0	0
AT5G48230.1	6	9	32442451.154	35713367.132	431301762	217371847.68	111486801.76	135772584.48	0	0	349470630	135273386.83	42700559.01	55939902.19
AT5G48300.1	28	100	9184791951.56	2004954455.058	10805741268	14626781956.68	652522265.469	476263480.046	8479461891.76	1166559844.97	7810321132	13039004158.31	344047927.66	0
AT5G48330.1	1	1	0	0	0	0	18489013.21	17701641.18	0	0	0	0	18489013.21	0
AT5G48380.1	2	13	10572042.49	15553984.997	362705392	198642796.9	100701438.7	62027629.66	0	0	362705392	198642796.9	100701438.7	62027629.66
AT5G48440.1	3	4	109277552	34437127.923	48026436	38572674.33	53772918.709	71104322.84	109277552	0	0	0	0	0
AT5G48480.1	2	3	0	14399454.7	169816024	0	17697333.97	5765673.914	0	0	169816024	0	0	0
AT5G48540.1	3	4	0	0	41954292	33015819.742	28456639.11	15603771.18	0	0	31608532	33015819.742	0	15603771.18
AT5G48580.1	2	3	0	0	234694800	228365909.7	10181093.8	4748394.65	0	0	124356456	228365909.7	0	0
AT5G48620.1	2	2	0	0	28434462	27472567.31	23232695.56	22914064.58	0	0	11014230	0	23232695.56	0
AT5G48790.1	10	23	1580250403.23	1703388465.11	989122657	1092417887.747	4189655450.25	5966687631.33	898862253.29	1614989601.77	391821824	480739427.04	49249094.14	41241512.13
AT5G48810.1	7	24	149591130.626	81271463.235	1811363032	2282070580.51	648784181.71	745090727.61	0	18446183.58	1215076340	2230772492.31	608049026.48	684491345.03
AT5G48880.1	9	12	65552447.414	18994052.29	194769568	543423481.13	614139612.45	902826096.82	0	0	38056696	336211227.94	275376284.3	136799167.64
AT5G48960.1	11	23	820228836.62	145197872.89	426839746	669279096.2	44555937.02	21239006.14	718637530.22	42888396.24	215239066	335218144.9	0	0
AT5G48970.1	7	8	23329653.11	41211120.32	7557328.5	21085509.304	593081314.39	697134363.35	0	0	0	0	593081314.39	161227817.5
AT5G49020.1	1	1	0	0	16956860	24945393.13	0	0	0	0	0	24945393.13	0	0
AT5G49030.1	22	35	4545193269.741	4400317623.66	1973019083	1520603820.06	1068368317.419	1171077294.457	524592260.621	15067676.56	448275920	281902284.28	607952798.87	164939564.88
AT5G49190.1	1	2	0	0	0	0	19321956.89	30289172.39	0	0	0	0	0	30289172.39
AT5G49210.1	4	4	0	4177395.404	69009488	39243044.08	183742716.57	222377628.21	0	0	0	0	84371796.08	152822323.4
AT5G49360.1	9	17	66846093.495	61603657.72	636905988	125088424.66	491232986.51	365154654.07	0	15938822.78	521659924	0	356080068.55	228907538.99
AT5G49460.1	1	1	0	0	21525756	10336128.35	0	0	0	0	21525756	0	0	0
AT5G49510.1	1	1	0	0	16131348	22918492.5	0	0	0	0	16131348	0	0	0
AT5G49555.1	20	44	81443262.687	77502257.9417	356908718	355855153.45	5102066895.41	5137631341.44	0	0	94813328	288206680.41	4770647256.01	3715594489.97
AT5G49570.1	2	3	48642328.46	49966813.27	54931480	48514057.76	0	0	0	0	54931480	48514057.76	0	0
AT5G49630.1	1	1	22674645.24	26719064.14	29147598	72344284.49	0	904317.7918	0	0	0	72344284.49	0	0
AT5G49650.1	7	9	5379886.836	0	593243756	633345247.74	57148652.24	0	0	0	490081880	388246733.64	0	0
AT5G49720.1	2	2	0	0	22147510	15687094.77	0	0	0	0	22147510	0	0	0
AT5G49760.1	12	18	0	7152917.984	871809414	485914177.35	196125674.082	259644677.59	0	0	734603304	161932057.96	152522578.43	102033087.69
AT5G49810.1	14	19	16900568.78	41665721.086	1056155466	1336527598.27	879357102.88	193514514.231	0	0	409339196	1269332122.46	0	0
AT5G49840.1	3	5	0	0	0	0	154691615.13	140438933.77	0	0	0	0	154691615.13	115575099.33
AT5G49900.1	1	1	0	15445739.76	37381440	0	0	0	0	0	37381440	0	0	0
AT5G49910.1	13	43	5031047136.99	1202236553.486	4244634120	3748246943.56	339219109.31	222211249.828	4937825331.03	790949536.92	3316305416	2954246707.41	0	0
AT5G49970.1	11	28	151313872.518	123994606.61	573934855	622260554.15	1574196834.77	1387849777.97	84562337.78	0	413870420	348177737.22	1226290010.37	976677211.77
AT5G49980.1	1	1	0	0	23502900	39917396.04	0	98951495.72	0	0	0	39917396.04	0	0
AT5G49990.1	1	1	0	0	51352240	55175577.85	929919763.9	436379914.3	0	0	51352240	0	0	0
AT5G50100.1	3	6	71687934.49	93418893.75	67935840	62317838.46	276799815.8	199217960.61	13107382.79	38843742.46	0	0	0	126054716
AT5G50110.1	1	1	3938605.531	0	0	0	0	0	3938605.531	0	0	0	0	0
AT5G50230.1	1	4	77295796.48	86327657.06	0	429804543.9	217993532.6	310407452.1	0	0	0	429804543.9	217993532.6	310407452.1
AT5G50250.1	7	18	1920986280	730419506	2298888208	2388950576.2	87631980.006	145172328.587	1676516238.9	404348165.71	1072561520	1776345073.1	0	0
AT5G50370.1	16	36	249487166.86	233204356.308	548754281.5	664824765.089	5913534635.06	6223176803.77	0	0	365890560	531710170.09	4709252262.54	4448029982.25
AT5G50460.1	1	1	0	0	78332936	59590050.45	0	0	0	0	0	59590050.45	0	0
AT5G50640.1	2	3	0	0	70532680	65763947.88	305988414.3	171991610.93	0	0	0	65763947.88	0	15792240.93
AT5G50810.1	7	13	234244421.738	151793953.14	111920594	1919011994.42	2878136359.4	1600356859.74	0	0	0	0	1820333088.4	940185240.74
AT5G50850.1	21	108	288183619.425	94225280.293	3576560522	3060455389.59	82468253108.86	76250438945.65	0	25107629.05	2492244396	2267318297.15	76922266006.86	75177087494.65
AT5G50920.1	25	105	12311595511.03	3324048006.16	8953271467.5	9762197672.636	1624026519.28	1465136972.03	11875126114.94	2855973167.63	8206429245.5	8037803489.53	786281643.63	1050557873.03
AT5G50950.1	8	11	102086560.67	136608899.832	773069338	429114272.88	105166000.419	122310192.76	0	0	765754526	160057419.03	0	63798366.82
AT5G50960.1	1	1	0	0	42223340	50701418.53	11836135.48	0	0	0	42223340	0	0	0
AT5G51010.1	8	19	1171411585.82	1640779652.64	358600800	374014645.52	86992636.09	103834422.88	593267978.52	1616600903.14	358600800	349906191.4	0	0
AT5G51040.1	1	1	0	0	0	0	99938732.24	0	0	0	0	0	99938732.24	0
AT5G51050.1	1	6	0	0	0	0	254251944.7	633224106.8	0	0	0	0	254251944.7	633224106.8
AT5G51070.1	9	12	258014830.81	76708543.701	215807009	206873024.92	233329595.77	235004926.5	225702004.44	11545706.62	41380976	46591795.72	0	0
AT5G51080.1	2	3	24908848.56	18691979.51	22695588	0	67116678.34	58021699.24	0	0	0	0	67116678.34	29783402.99
AT5G51100.1	4	5	300040466.65	108529473.18	234757472	132251203.24	21387075.41	9869464.646	189079812.45	62040273.04	0	36766814.92	0	0
AT5G51110.1	2	4	180584069.9	21305558.67	61190716	55179649.16	0	0	180584069.9	21305558.67	0	55179649.16	0	0
AT5G51120.1	3	6	0	0	102253884.5	98853537.5	180316060.1	89072470.03	0	0	102253884.5	98853537.5	0	0
AT5G51200.1	1	1	0	0	0	0	362747486.2	0	0	0	0	0	362747486.2	0
AT5G51220.1	6	10	518668070.23	179756420.248	1431742060	1403586785.94	708174014.56	481599588.33	0	0	0	0	447371780.96	481599588.33
AT5G51430.1	3	3	0	0	17226852	18026032.24	49177648.65	35329874.74	0	0	17226852	0	29163049.22	0
AT5G51540.1	4	4	7304469.629	8806115.99	0	10466163.2	119402838.34	107432018.54	0	0	0	0	119402838.34	0
AT5G51545.1	5	12	720204437.2	1083095103.77	221968199	221449702.116	0	42313647.8	487583656.2	1083095103.77	129068808	120103359.8	0	0
AT5G51570.1	9	15	73150641.71	973458067.308	565395014.5	618483925.93	179507773.68	137246043.678	0	0	357564908	560577506.59	31656045.42	34234832.17
AT5G51590.1	1	1	0	0	0	0	44935109.51	27581732.08	0	0	0	0	0	27581732.08
AT5G51660.1	1	1	0	0	13388817	15194541.88	0	0	0	0	13388817	0	0	0
AT5G51690.1	1	1	29759866.65	9713005.439	208496704	278743625	14917550.16	21362380.2	29759866.65	0	0	0	0	0
AT5G51720.1	3	11	552531233.2	109440197.19	664036464	1276803249.5	0	12523058.84	284259492.9	109440197.19	664036464	1276803249.5	0	0
AT5G51740.1	8	16	17096128.87	0	54277414	60172223.61	1416126332.27	1508052355.95	0	0	44016330	33956372.52	1398736721.47	1346482507.7
AT5G51820.1	28	87	7132563881.864	1083656230.57	7786244196	8927884926.83	228392210.4	376063578.529	5953632128.964	821571968.65	6352887672	6608279567.9	0	0
AT5G51840.1	1	1	0	0	0	0	12830352.81	16024314.18	0	0	0	0	0	16024314.18
AT5G51970.1	8	16	32041763.635	136542831.401	2021782224	1779219745.99	294103419.44	325948843.875	0	131743961.3	1776497776	1465524679.19	74254554.72	164120861.49
AT5G52030.1	1	1	3367073.416	0	0	0	0	0	3367073.416	0	0	0	0	0
AT5G52040.1	1	1	0	2705813.139	46611932	0	0	7577885.425	0	0	46611932	0	0	0
AT5G52100.1	5	7	203165340.5	28460671.09	216048684	280513524.4	102410044.728	128953641.09	180948383.62	0	83401822	0	0	0
AT5G52110.1	3	5	93049326.69	140580241.71	35337135	25237217.31	0	17818051.46	52658261.68	109005173.32	0	0	0	0
AT5G52190.1	1	2	0	0	56985224	62939077.69	9807283.929	15029141.26	0	0	56985224	62939077.69	0	0
AT5G52230.1	1	1	0	8520027.164	19245940	11825159.19	0	15915783.09	0	8520027.164	0	0	0	0
AT5G52240.1	3	8	0	0	209990512	262633080.02	119728982.41	110715152.32	0	0	209990512	223782366.19	73559151.53	110715152.32
AT5G52310.1	44	112	129073569.686	329210879.706	15433362742	12874825568.508	1030222128.25	716388682.63	0	81242472.173	14795897238	10626870933.23	618264328.26	351241456.7
