"Master Protein Accessions","arabidopsis_chloroplast_1","arabidopsis_chloroplast_2","arabidopsis_mito_1","arabidopsis_mito_2","arabidopsis_nuclear_1","arabidopsis_nuclear_2"
"AT4G10060.1",0,0,4,4,5,3
"AT4G10790.1",0,0,1,0,2,1
"AT4G11060.1",0,0,6,3,0,0
"AT4G11120.1",0,0,20,14,1,1
"AT4G11380.1",0,0,1,0,2,2
"AT4G11420.1",0,0,1,1,27,11
"AT4G11850.1",0,0,2,1,3,1
"AT4G12130.1",0,0,10,6,2,1
"AT4G12310.1",0,0,1,0,1,0
"AT4G12340.1",0,0,11,10,1,1
"AT4G12420.1",0,0,14,10,15,12
"AT4G12720.1",0,0,1,0,7,1
"AT4G12730.1",0,0,3,2,4,5
"AT4G13577.1",0,0,1,0,0,0
"AT4G13770.1",0,0,1,3,2,2
"AT4G13850.1",0,0,11,8,5,3
"AT4G14145.1",0,0,1,1,0,0
"AT4G14160.1",0,0,2,2,3,4
"AT4G14400.1",0,0,1,0,0,0
"AT4G14430.1",0,0,1,1,1,1
"AT4G14615.1",0,0,1,3,0,0
"AT4G15000.1",0,0,4,1,1,1
"AT4G15010.1",0,0,4,4,0,0
"AT4G15545.1",0,0,2,1,8,3
"AT4G15640.1",0,0,2,3,0,1
"AT4G15802.1",0,0,1,2,0,0
"AT4G15940.1",0,0,6,5,0,0
"AT4G16143.1",0,0,1,0,9,7
"AT4G16150.1",0,0,1,0,0,0
"AT4G16190.1",0,0,2,0,1,1
"AT4G16450.1",0,0,14,9,4,2
"AT4G16580.1",0,0,3,2,0,0
"AT4G16660.1",0,0,2,1,10,7
"AT4G16695.1",0,0,1,0,0,0
"AT4G16700.1",0,0,3,4,0,0
"AT4G16800.1",0,0,13,9,0,2
"AT4G16830.1",0,0,13,11,6,10
"AT4G16920.1",0,0,1,0,0,0
"AT4G17010.1",0,0,2,1,0,0
"AT4G17050.1",0,0,1,0,1,1
"AT4G17085.1",0,0,2,3,1,1
"AT4G17090.1",0,0,3,3,18,10
"AT4G17360.1",0,0,3,1,1,0
"AT4G17650.1",0,0,4,2,0,1
"AT4G17720.1",0,0,1,0,3,1
"AT4G17750.1",0,0,2,1,0,0
"AT4G17830.1",0,0,1,0,3,8
"AT4G17950.1",0,0,1,2,0,0
"AT4G18030.1",0,0,4,0,0,0
"AT4G19120.1",0,0,2,2,2,1
"AT4G19540.1",0,0,4,3,0,0
"AT4G19880.1",0,0,2,2,4,5
"AT4G20020.1",0,0,1,1,0,0
"AT4G20150.1",0,0,7,9,1,1
"AT4G20270.1",0,0,1,0,0,0
"AT4G20410.1",0,0,1,1,2,0
"AT4G20430.1",0,0,1,0,0,0
"AT4G20930.1",0,0,8,6,0,0
"AT4G21090.1",0,0,5,2,0,0
"AT4G21105.1",0,0,29,17,2,2
"AT4G21192.1",0,0,1,0,0,0
"AT4G21470.1",0,0,4,2,0,0
"AT4G21710.1",0,0,5,3,2,1
"AT4G21940.1",0,0,2,0,0,0
"AT4G21960.1",0,0,6,6,4,6
"AT4G22000.1",0,0,3,2,0,0
"AT4G22220.1",0,0,15,18,1,2
"AT4G22310.1",0,0,10,13,3,2
"AT4G22485.1",0,0,2,0,0,0
"AT4G23160.1",0,0,1,0,2,0
"AT4G23180.1",0,0,2,1,3,5
"AT4G23400.1",0,0,2,2,5,1
"AT4G23590.1",0,0,1,0,0,0
"AT4G23620.1",0,0,10,8,0,0
"AT4G23630.1",0,0,6,4,3,3
"AT4G23670.1",0,0,9,2,26,23
"AT4G23760.1",0,0,4,4,1,1
"AT4G23885.1",0,0,2,1,0,0
"AT4G23900.1",0,0,2,2,0,0
"AT4G24330.1",0,0,1,1,1,2
"AT4G24570.1",0,0,2,0,0,0
"AT4G24820.1",0,0,1,0,7,7
"AT4G24840.1",0,0,2,2,0,0
"AT4G25280.1",0,0,7,4,0,0
"AT4G25315.1",0,0,1,1,0,0
"AT4G26210.1",0,0,9,4,2,2
"AT4G26310.1",0,0,3,3,0,0
"AT4G26410.1",0,0,16,19,2,1
"AT4G26455.1",0,0,1,0,0,0
"AT4G26530.1",0,0,9,12,11,12
"AT4G26620.1",0,0,3,2,0,0
"AT4G26780.1",0,0,17,15,5,3
"AT4G26860.1",0,0,5,5,0,0
"AT4G26940.1",0,0,1,0,0,0
"AT4G26965.1",0,0,5,2,0,0
"AT4G27000.1",0,0,1,0,2,1
"AT4G27230.1",0,0,2,0,0,0
"AT4G27500.1",0,0,4,3,7,4
"AT4G27585.1",0,0,22,20,5,4
"AT4G27740.1",0,0,13,8,1,2
"AT4G28060.1",0,0,4,3,0,0
"AT4G28080.1",0,0,1,0,6,5
"AT4G28220.1",0,0,29,23,1,4
"AT4G28360.1",0,0,1,5,0,0
"AT4G28390.1",0,0,13,11,0,1
"AT4G28440.1",0,0,1,2,2,3
"AT4G28510.1",0,0,11,9,3,4
"AT4G29120.1",0,0,8,4,4,3
"AT4G29350.1",0,0,3,2,6,7
"AT4G29390.1",0,0,1,0,1,2
"AT4G29520.1",0,0,1,1,0,0
"AT4G29660.1",0,0,1,1,0,0
"AT4G29810.1",0,0,2,2,3,4
"AT4G29910.1",0,0,1,0,0,0
"AT4G30000.1",0,0,13,17,1,2
"AT4G30160.1",0,0,1,1,16,4
"AT4G30190.1",0,0,4,3,6,1
"AT4G30440.1",0,0,1,1,0,0
"AT4G30490.1",0,0,13,9,0,0
"AT4G30810.1",0,0,1,0,3,2
"AT4G30930.1",0,0,8,2,0,0
"AT4G31460.1",0,0,3,2,0,0
"AT4G31480.1",0,0,1,0,20,18
"AT4G31500.1",0,0,7,5,9,4
"AT4G31570.1",0,0,1,0,0,0
"AT4G31810.1",0,0,10,7,0,0
"AT4G31880.1",0,0,10,7,1,2
"AT4G31930.1",0,0,1,1,0,0
"AT4G32150.1",0,0,1,1,3,3
"AT4G32210.1",0,0,4,2,0,0
"AT4G32360.1",0,0,5,1,0,0
"AT4G32390.1",0,0,2,1,1,1
"AT4G32605.1",0,0,3,7,0,0
"AT4G32640.1",0,0,1,3,2,0
"AT4G33070.1",0,0,1,1,0,0
"AT4G33090.1",0,0,1,0,13,20
"AT4G33100.1",0,0,3,0,0,0
"AT4G33360.1",0,0,2,2,1,1
"AT4G33625.1",0,0,2,1,2,3
"AT4G33630.1",0,0,2,2,1,0
"AT4G33910.1",0,0,1,2,0,1
"AT4G34030.1",0,0,31,29,5,4
"AT4G34050.1",0,0,1,0,6,4
"AT4G34110.1",0,0,4,2,7,12
"AT4G34150.1",0,0,2,0,2,0
"AT4G34310.1",0,0,1,1,0,0
"AT4G34490.1",0,0,2,0,12,8
"AT4G34670.1",0,0,6,2,6,8
"AT4G34700.1",0,0,22,17,1,2
"AT4G34940.1",0,0,1,1,0,0
"AT4G35090.1",0,0,17,21,7,9
"AT4G35100.1",0,0,3,6,9,12
"AT4G35220.1",0,0,1,0,4,6
"AT4G35230.1",0,0,6,3,5,6
"AT4G35490.1",0,0,6,2,0,0
"AT4G35790.1",0,0,2,2,4,5
"AT4G35850.1",0,0,19,14,1,1
"AT4G35860.1",0,0,3,3,2,3
"AT4G35905.1",0,0,2,1,0,0
"AT4G36195.1",0,0,1,0,5,7
"AT4G36220.1",0,0,1,0,4,6
"AT4G36250.1",0,0,3,2,4,2
"AT4G36400.1",0,0,14,7,1,2
"AT4G36420.1",0,0,3,2,0,0
"AT4G36630.1",0,0,1,0,0,1
"AT4G36680.1",0,0,13,14,0,0
"AT4G36720.1",0,0,2,1,0,0
"AT4G36750.1",0,0,1,2,6,3
"AT4G37130.1",0,0,1,0,0,0
"AT4G37660.1",0,0,6,2,0,0
"AT4G37830.1",0,0,7,4,0,0
"AT4G37910.1",0,0,49,41,11,5
"AT4G37980.1",0,0,2,2,7,11
"AT4G38150.1",0,0,2,1,0,0
"AT4G38220.1",0,0,8,4,14,12
"AT4G38240.1",0,0,3,1,0,0
"AT4G38350.1",0,0,1,2,4,7
"AT4G38600.1",0,0,1,0,0,1
"AT4G38630.1",0,0,2,0,6,6
"AT4G38740.1",0,0,5,5,11,4
"AT4G38780.1",0,0,1,0,0,0
"AT4G39080.1",0,0,6,14,13,12
"AT4G39235.1",0,0,3,1,0,0
"AT4G39330.1",0,0,2,3,13,10
"AT4G39390.1",0,0,1,0,0,0
"AT4G39690.1",0,0,43,51,9,11
"AT4G39740.1",0,0,4,3,0,0
"AT4G39850.1",0,0,2,1,0,1
"AT4G39880.1",0,0,4,2,0,0
"AT5G01350.1",0,0,3,2,0,0
"AT5G01410.1",0,0,2,1,5,7
"AT5G02050.1",0,0,5,8,3,1
"AT5G02130.1",0,0,8,5,0,0
"AT5G02240.1",0,0,4,3,9,11
"AT5G02530.1",0,0,5,7,1,5
"AT5G02570.1",0,0,1,0,0,0
"AT5G02740.1",0,0,9,3,0,0
"AT5G03290.1",0,0,21,17,5,6
"AT5G03345.1",0,0,1,0,0,0
"AT5G03370.1",0,0,3,2,1,1
"AT5G03460.1",0,0,1,0,1,0
"AT5G03530.1",0,0,1,0,0,0
"AT5G03630.1",0,0,1,1,20,19
"AT5G03830.1",0,0,1,1,0,0
"AT5G03850.1",0,0,3,4,1,1
"AT5G03905.1",0,0,5,4,0,0
"AT5G04430.1",0,0,1,2,10,6
"AT5G04750.1",0,0,16,10,0,3
"AT5G04830.1",0,0,15,9,1,0
"AT5G04885.1",0,0,1,0,3,2
"AT5G04940.1",0,0,2,2,0,0
"AT5G05380.1",0,0,1,0,0,0
"AT5G05520.1",0,0,17,16,1,1
"AT5G05990.1",0,0,2,1,0,0
"AT5G06210.1",0,0,2,3,0,0
"AT5G06410.1",0,0,2,2,0,0
"AT5G06530.1",0,0,1,1,1,0
"AT5G06580.1",0,0,24,21,4,5
"AT5G06660.1",0,0,1,0,0,0
"AT5G07320.1",0,0,3,1,0,0
"AT5G07350.1",0,0,2,1,7,5
"AT5G08040.1",0,0,10,8,0,0
"AT5G08060.1",0,0,24,23,1,1
"AT5G08160.1",0,0,3,1,2,2
"AT5G08270.1",0,0,2,0,0,0
"AT5G08530.1",0,0,59,51,12,13
"AT5G09225.1",0,0,1,1,0,0
"AT5G09230.1",0,0,2,2,0,0
"AT5G09270.1",0,0,2,2,0,0
"AT5G09420.1",0,0,1,2,0,0
"AT5G09450.1",0,0,2,4,0,0
"AT5G09770.1",0,0,4,1,0,0
"AT5G09840.1",0,0,5,3,0,0
"AT5G09900.1",0,0,1,1,3,2
"AT5G10470.1",0,0,5,3,10,7
"AT5G10500.1",0,0,1,0,0,0
"AT5G10730.1",0,0,10,11,3,3
"AT5G10780.1",0,0,1,0,1,1
"AT5G10800.1",0,0,1,0,0,0
"AT5G10840.1",0,0,1,2,1,1
"AT5G10860.1",0,0,69,59,17,15
"AT5G10900.1",0,0,1,0,0,0
"AT5G10980.1",0,0,19,7,0,1
"AT5G11060.1",0,0,2,1,0,0
"AT5G11110.1",0,0,4,0,0,0
"AT5G11280.1",0,0,1,1,0,0
"AT5G11390.1",0,0,1,2,0,0
"AT5G11560.1",0,0,5,3,8,8
"AT5G11600.1",0,0,2,0,0,0
"AT5G11690.1",0,0,1,0,0,0
"AT5G11730.1",0,0,1,0,0,0
"AT5G11750.1",0,0,5,4,0,0
"AT5G11950.1",0,0,1,0,2,3
"AT5G11980.1",0,0,2,0,0,0
"AT5G12140.1",0,0,3,2,4,1
"AT5G12200.1",0,0,2,0,4,4
"AT5G12290.1",0,0,14,22,0,0
"AT5G13070.1",0,0,1,0,0,0
"AT5G13390.1",0,0,1,0,0,0
"AT5G13490.1",0,0,5,3,2,1
"AT5G13640.1",0,0,2,2,2,3
"AT5G14030.1",0,0,4,1,4,2
"AT5G14105.1",0,0,3,4,0,0
"AT5G14170.1",0,0,1,1,0,1
"AT5G14430.1",0,0,3,1,0,0
"AT5G14580.1",0,0,4,4,0,0
"AT5G14950.1",0,0,7,5,1,0
"AT5G15320.1",0,0,4,2,0,0
"AT5G15640.1",0,0,12,10,1,1
"AT5G15910.1",0,0,12,8,1,3
"AT5G15960.1",0,0,1,1,2,0
"AT5G15980.1",0,0,9,5,0,0
"AT5G16050.1",0,0,2,0,2,2
"AT5G16060.1",0,0,2,0,0,1
"AT5G16130.1",0,0,2,3,5,5
"AT5G16270.1",0,0,1,0,0,1
"AT5G16370.1",0,0,3,2,2,0
"AT5G16550.1",0,0,1,0,0,1
"AT5G16930.1",0,0,9,9,1,1
"AT5G16950.1",0,0,1,3,0,0
"AT5G16970.1",0,0,1,0,9,11
"AT5G17770.1",0,0,18,14,5,4
"AT5G18250.1",0,0,1,0,0,0
"AT5G18280.1",0,0,2,1,0,0
"AT5G18480.1",0,0,4,3,1,2
"AT5G18620.1",0,0,1,0,0,0
"AT5G18790.1",0,0,4,3,0,0
"AT5G18800.1",0,0,5,3,0,0
"AT5G18900.1",0,0,2,2,0,2
"AT5G19140.1",0,0,1,1,6,5
"AT5G19151.1",0,0,2,0,0,0
"AT5G19240.1",0,0,1,1,0,0
"AT5G19320.1",0,0,3,1,0,1
"AT5G19510.1",0,0,3,3,12,8
"AT5G19690.1",0,0,3,4,6,4
"AT5G19780.1",0,0,2,2,8,7
"AT5G19820.1",0,0,2,4,16,8
"AT5G20080.1",0,0,36,25,9,11
"AT5G20090.1",0,0,7,6,1,1
"AT5G20180.1",0,0,1,1,0,0
"AT5G20360.1",0,0,1,0,0,0
"AT5G20490.1",0,0,2,0,0,0
"AT5G20500.1",0,0,3,3,1,2
"AT5G20650.1",0,0,1,0,1,1
"AT5G20660.1",0,0,1,0,1,1
"AT5G20840.1",0,0,1,0,0,0
"AT5G20890.1",0,0,2,0,12,7
"AT5G22330.1",0,0,6,5,1,3
"AT5G22350.1",0,0,7,7,0,0
"AT5G22360.1",0,0,1,1,0,0
"AT5G22650.1",0,0,2,0,1,1
"AT5G22780.1",0,0,3,1,0,0
"AT5G22875.1",0,0,2,2,0,0
"AT5G23140.1",0,0,12,11,3,0
"AT5G23200.1",0,0,11,9,0,0
"AT5G23250.1",0,0,6,5,1,2
"AT5G23300.1",0,0,11,12,2,2
"AT5G23395.1",0,0,1,2,0,0
"AT5G23535.1",0,0,2,2,0,0
"AT5G23540.1",0,0,1,1,4,4
"AT5G23750.1",0,0,1,0,2,2
"AT5G23860.1",0,0,2,0,1,1
"AT5G23900.1",0,0,1,1,5,3
"AT5G24165.1",0,0,14,13,3,3
"AT5G25100.1",0,0,3,3,2,1
"AT5G25220.1",0,0,1,1,0,0
"AT5G25250.1",0,0,4,4,0,0
"AT5G25265.1",0,0,5,2,0,0
"AT5G25610.1",0,0,1,0,4,2
"AT5G25630.1",0,0,1,0,0,0
"AT5G25754.1",0,0,2,2,8,4
"AT5G26360.1",0,0,2,1,14,12
"AT5G26667.1",0,0,2,1,5,2
"AT5G26780.1",0,0,20,17,3,4
"AT5G26830.1",0,0,6,4,10,8
"AT5G26860.1",0,0,26,18,2,3
"AT5G27470.1",0,0,1,0,9,12
"AT5G27520.1",0,0,1,0,0,0
"AT5G27540.1",0,0,43,47,4,6
"AT5G27600.1",0,0,3,0,0,0
"AT5G27740.1",0,0,1,0,0,0
"AT5G27760.1",0,0,6,6,0,0
"AT5G27820.1",0,0,5,1,0,0
"AT5G28040.1",0,0,5,1,0,0
"AT5G28060.1",0,0,2,1,3,3
"AT5G28840.1",0,0,2,1,10,8
"AT5G32470.1",0,0,2,2,0,2
"AT5G35160.1",0,0,3,2,2,8
"AT5G35735.1",0,0,1,0,0,0
"AT5G35930.1",0,0,1,0,0,0
"AT5G35980.1",0,0,1,0,0,0
"AT5G36230.1",0,0,1,1,4,0
"AT5G37510.1",0,0,99,74,12,12
"AT5G37530.1",0,0,1,0,0,0
"AT5G37590.1",0,0,2,3,0,0
"AT5G38470.1",0,0,2,0,5,6
"AT5G39510.1",0,0,1,1,5,5
"AT5G39590.1",0,0,2,1,5,0
"AT5G39600.1",0,0,2,1,0,0
"AT5G39740.1",0,0,1,1,1,0
"AT5G39800.1",0,0,5,6,0,0
"AT5G40370.1",0,0,3,0,5,4
"AT5G40580.1",0,0,1,1,3,1
"AT5G40610.1",0,0,10,8,1,2
"AT5G40650.1",0,0,10,7,0,0
"AT5G40830.1",0,0,1,0,0,0
"AT5G40890.1",0,0,2,2,1,0
"AT5G40930.1",0,0,11,8,1,1
"AT5G41010.1",0,0,1,0,0,0
"AT5G41520.1",0,0,1,0,4,4
"AT5G41685.1",0,0,7,3,0,0
"AT5G41761.1",0,0,1,0,0,0
"AT5G41790.1",0,0,13,7,18,24
"AT5G41950.1",0,0,2,0,1,3
"AT5G42020.1",0,0,5,1,4,2
"AT5G42150.1",0,0,18,13,2,1
"AT5G42300.1",0,0,1,0,0,0
"AT5G42570.1",0,0,2,1,6,3
"AT5G42790.1",0,0,2,0,5,11
"AT5G42850.1",0,0,1,0,4,4
"AT5G42890.1",0,0,3,5,1,1
"AT5G43060.1",0,0,1,0,1,0
"AT5G43140.1",0,0,2,1,0,0
"AT5G43430.1",0,0,20,13,0,1
"AT5G43460.1",0,0,2,1,1,1
"AT5G43500.1",0,0,1,0,0,0
"AT5G43830.1",0,0,1,1,5,3
"AT5G43960.1",0,0,2,2,6,6
"AT5G43970.1",0,0,4,6,2,2
"AT5G44130.1",0,0,1,0,2,4
"AT5G44180.1",0,0,2,2,0,0
"AT5G44340.1",0,0,3,1,2,3
"AT5G44710.1",0,0,3,4,0,0
"AT5G44730.1",0,0,13,11,2,2
"AT5G44785.1",0,0,1,0,0,0
"AT5G44870.1",0,0,1,0,0,0
"AT5G45590.1",0,0,3,0,0,0
"AT5G46160.1",0,0,3,1,1,0
"AT5G46180.1",0,0,16,11,0,1
"AT5G46430.1",0,0,1,1,1,1
"AT5G46630.1",0,0,4,2,3,2
"AT5G46780.1",0,0,1,1,0,0
"AT5G46860.1",0,0,4,1,3,4
"AT5G47060.1",0,0,1,0,0,0
"AT5G47200.1",0,0,1,0,1,0
"AT5G47320.1",0,0,4,3,0,0
"AT5G47360.1",0,0,1,0,0,0
"AT5G47435.1",0,0,3,3,0,0
"AT5G47520.1",0,0,2,0,2,0
"AT5G47570.1",0,0,4,6,0,2
"AT5G47630.1",0,0,3,1,0,0
"AT5G47690.1",0,0,1,0,1,1
"AT5G47770.1",0,0,1,1,5,1
"AT5G47890.1",0,0,16,12,0,1
"AT5G48030.1",0,0,8,6,0,0
"AT5G48230.1",0,0,1,2,6,2
"AT5G48330.1",0,0,1,0,0,0
"AT5G48580.1",0,0,1,1,1,2
"AT5G48620.1",0,0,1,0,1,1
"AT5G48880.1",0,0,3,2,1,8
"AT5G48970.1",0,0,8,1,0,0
"AT5G49210.1",0,0,3,2,0,0
"AT5G49420.1",0,0,1,0,0,0
"AT5G49500.1",0,0,1,0,0,0
"AT5G49555.1",0,0,24,15,2,5
"AT5G49760.1",0,0,7,2,8,4
"AT5G49840.1",0,0,4,2,0,0
"AT5G50230.1",0,0,1,1,0,1
"AT5G50370.1",0,0,14,12,3,5
"AT5G50810.1",0,0,9,8,0,0
"AT5G51040.1",0,0,1,0,0,0
"AT5G51050.1",0,0,3,1,0,0
"AT5G51080.1",0,0,2,1,0,0
"AT5G51120.1",0,0,1,0,3,3
"AT5G51220.1",0,0,6,6,0,0
"AT5G51430.1",0,0,2,0,1,0
"AT5G51540.1",0,0,4,0,0,0
"AT5G51570.1",0,0,1,1,5,8
"AT5G51740.1",0,0,8,5,2,1
"AT5G52240.1",0,0,1,2,3,2
"AT5G52370.1",0,0,2,0,0,0
"AT5G52470.1",0,0,1,0,2,0
"AT5G52650.1",0,0,4,2,1,1
"AT5G53020.1",0,0,1,0,0,0
"AT5G53070.1",0,0,6,2,0,0
"AT5G53140.1",0,0,6,6,8,4
"AT5G53340.1",0,0,1,0,0,0
"AT5G53350.1",0,0,15,11,1,4
"AT5G53540.1",0,0,2,0,0,0
"AT5G53560.1",0,0,5,5,7,5
"AT5G53650.1",0,0,5,7,1,0
"AT5G54100.1",0,0,6,3,0,0
"AT5G54580.1",0,0,3,3,0,0
"AT5G54640.1",0,0,2,0,0,0
"AT5G54940.1",0,0,1,1,0,0
"AT5G55125.1",0,0,4,2,0,0
"AT5G55140.1",0,0,1,2,0,0
"AT5G55200.1",0,0,5,3,0,0
"AT5G55210.1",0,0,1,1,0,0
"AT5G55610.1",0,0,15,21,3,4
"AT5G56450.1",0,0,1,0,0,0
"AT5G56710.1",0,0,2,3,1,0
"AT5G56940.1",0,0,1,3,0,0
"AT5G57110.1",0,0,2,1,6,7
"AT5G57230.1",0,0,2,1,0,0
"AT5G57300.1",0,0,3,3,0,0
"AT5G57350.1",0,0,1,0,1,2
"AT5G57370.1",0,0,2,2,0,0
"AT5G57490.1",0,0,17,15,3,4
"AT5G57580.1",0,0,3,2,0,0
"AT5G57590.1",0,0,1,0,0,0
"AT5G57655.1",0,0,2,1,8,5
"AT5G58005.1",0,0,6,6,1,2
"AT5G58060.1",0,0,1,2,3,3
"AT5G58140.1",0,0,16,10,12,8
"AT5G58210.1",0,0,1,1,0,0
"AT5G58220.1",0,0,1,0,1,2
"AT5G58240.1",0,0,1,1,1,1
"AT5G58290.1",0,0,1,1,3,7
"AT5G58470.1",0,0,4,0,0,1
"AT5G58640.1",0,0,1,0,0,0
"AT5G58710.1",0,0,1,3,3,5
"AT5G59180.1",0,0,1,0,0,0
"AT5G59420.1",0,0,1,0,7,4
"AT5G59720.1",0,0,1,0,0,0
"AT5G59880.1",0,0,6,4,2,3
"AT5G60030.1",0,0,1,1,0,0
"AT5G60040.1",0,0,1,1,0,0
"AT5G60460.1",0,0,1,0,2,3
"AT5G60640.1",0,0,8,3,20,19
"AT5G60730.1",0,0,2,1,0,0
"AT5G60960.1",0,0,11,8,0,0
"AT5G60980.1",0,0,1,1,6,5
"AT5G61030.1",0,0,4,3,0,0
"AT5G61220.1",0,0,9,11,1,1
"AT5G61240.1",0,0,3,3,0,1
"AT5G61310.1",0,0,1,1,0,0
"AT5G61740.1",0,0,1,0,0,0
"AT5G61760.1",0,0,1,0,1,0
"AT5G61810.1",0,0,17,16,6,3
"AT5G61990.1",0,0,1,0,0,0
"AT5G62050.1",0,0,2,1,0,0
"AT5G62200.1",0,0,2,1,2,3
"AT5G62270.1",0,0,7,6,0,0
"AT5G62310.1",0,0,1,0,0,0
"AT5G62350.1",0,0,1,0,3,0
"AT5G62390.1",0,0,5,2,1,0
"AT5G62530.1",0,0,45,37,13,9
"AT5G62575.1",0,0,4,4,1,1
"AT5G62740.1",0,0,1,1,0,0
"AT5G62810.1",0,0,3,3,2,0
"AT5G63000.1",0,0,3,2,0,0
"AT5G63490.1",0,0,1,0,0,0
"AT5G63510.1",0,0,7,8,0,0
"AT5G63620.1",0,0,26,17,3,5
"AT5G63840.1",0,0,6,1,9,8
"AT5G63910.1",0,0,2,0,1,0
"AT5G64130.1",0,0,1,1,2,2
"AT5G64400.1",0,0,8,7,1,0
"AT5G64440.1",0,0,1,0,3,4
"AT5G64460.1",0,0,1,1,3,4
"AT5G64670.1",0,0,8,7,0,1
"AT5G65020.1",0,0,1,1,8,5
"AT5G65410.1",0,0,3,3,0,0
"AT5G65430.1",0,0,2,2,6,5
"AT5G65470.1",0,0,2,0,0,0
"AT5G65720.1",0,0,48,34,6,8
"AT5G65750.1",0,0,64,50,10,17
"AT5G65810.1",0,0,2,1,0,0
"AT5G65880.1",0,0,9,2,0,0
"AT5G65940.1",0,0,4,1,1,0
"AT5G66060.1",0,0,1,2,2,1
"AT5G66420.1",0,0,1,1,7,10
"AT5G66510.1",0,0,29,27,3,5
"AT5G66760.1",0,0,49,51,6,8
"AT5G66860.1",0,0,5,4,0,0
"AT5G67490.1",0,0,1,0,0,0
"AT5G67530.1",0,0,1,0,0,0
"AT5G67610.1",0,0,1,1,0,0
"AT5G67630.1",0,0,6,9,1,3
"ATCG00630.1",0,0,1,0,0,0
"ATMG00060.2  NAD5C",0,0,9,5,1,3
"ATMG00070.2 sp",0,0,30,26,3,5
"ATMG00080.2",0,0,2,1,0,0
"ATMG00090.2",0,0,7,7,0,0
"ATMG00210.2",0,0,3,1,0,0
"ATMG00220.2 tr",0,0,4,4,2,2
"ATMG00270.2 tr",0,0,3,1,0,0
"ATMG00285.2 sp",0,0,5,5,2,2
"ATMG00290.2 tr",0,0,15,8,0,0
"ATMG00516.2",0,0,3,2,2,3
"ATMG00560.2 tr",0,0,5,3,0,0
"ATMG00580.2 tr",0,0,4,5,2,2
"ATMG00730.2 sp",0,0,1,0,1,1
"ATMG00990.2 sp",0,0,1,1,0,0
"ATMG01270.2 tr",0,0,4,2,0,0
"AT1G01800.1",0,0,0,1,6,3
"AT1G02020.1",0,0,0,1,0,0
"AT1G02730.1",0,0,0,1,0,0
"AT1G02820.1",0,0,0,1,0,0
"AT1G03000.1",0,0,0,1,0,0
"AT1G03510.1",0,0,0,2,0,0
"AT1G04170.1",0,0,0,1,5,2
"AT1G04270.1",0,0,0,1,3,3
"AT1G04530.1",0,0,0,1,4,3
"AT1G07280.1",0,0,0,1,0,0
"AT1G09850.1",0,0,0,1,1,2
"AT1G10670.1",0,0,0,3,1,1
"AT1G11170.1",0,0,0,1,0,0
"AT1G11890.1",0,0,0,1,1,1
"AT1G12750.1",0,0,0,1,0,0
"AT1G12760.1",0,0,0,1,0,0
"AT1G12775.1",0,0,0,1,0,0
"AT1G13060.1",0,0,0,1,7,1
"AT1G14060.1",0,0,0,1,0,0
"AT1G14830.1",0,0,0,2,2,3
"AT1G15130.1",0,0,0,1,3,2
"AT1G16610.1",0,0,0,1,0,0
"AT1G17530.1",0,0,0,1,0,0
"AT1G19700.1",0,0,0,1,0,0
"AT1G19880.1",0,0,0,2,0,0
"AT1G23030.1",0,0,0,1,0,0
"AT1G23970.1",0,0,0,1,0,0
"AT1G26110.1",0,0,0,2,3,2
"AT1G26190.1",0,0,0,1,0,0
"AT1G28210.1",0,0,0,1,0,0
"AT1G29250.1",0,0,0,3,1,6
"AT1G31340.1",0,0,0,1,1,1
"AT1G32050.1",0,0,0,1,0,0
"AT1G43620.1",0,0,0,1,0,0
"AT1G51820.1",0,0,0,2,0,0
"AT1G52280.1",0,0,0,1,2,0
"AT1G53530.1",0,0,0,1,0,0
"AT1G54990.1",0,0,0,2,3,3
"AT1G56290.1",0,0,0,1,0,0
"AT1G57540.1",0,0,0,1,0,0
"AT1G58380.1",0,0,0,1,3,6
"AT1G60690.1",0,0,0,1,0,0
"AT1G64090.1",0,0,0,1,0,0
"AT1G64520.1",0,0,0,1,8,4
"AT1G67930.1",0,0,0,1,1,0
"AT1G68200.1",0,0,0,1,0,0
"AT1G69450.1",0,0,0,1,0,0
"AT1G69620.1",0,0,0,2,0,1
"AT1G70600.1",0,0,0,5,0,0
"AT1G70940.1",0,0,0,1,1,0
"AT1G73300.1",0,0,0,1,0,0
"AT1G73840.1",0,0,0,1,0,0
"AT1G73940.1",0,0,0,2,0,0
"AT1G74160.1",0,0,0,1,1,1
"AT1G75270.1",0,0,0,1,4,5
"AT1G76065.1",0,0,0,1,0,0
"AT1G76270.1",0,0,0,1,0,0
"AT1G76810.1",0,0,0,1,7,1
"AT1G77940.1",0,0,0,1,0,0
"AT1G79650.1",0,0,0,1,0,1
"AT1G79730.1",0,0,0,1,0,0
"AT1G79940.1",0,0,0,1,0,0
"AT2G03680.1",0,0,0,1,3,2
"AT2G03690.1",0,0,0,2,0,0
"AT2G05830.1",0,0,0,2,2,3
"AT2G06530.1",0,0,0,1,3,1
"AT2G07190.1",0,0,0,1,0,0
"AT2G13770.1",0,0,0,1,0,0
"AT2G15430.1",0,0,0,2,0,0
"AT2G15690.1",0,0,0,1,0,0
"AT2G17390.1",0,0,0,2,4,3
"AT2G18230.1",0,0,0,1,2,3
"AT2G18400.1",0,0,0,1,0,0
"AT2G19210.1",0,0,0,1,0,0
