Protein,Cp1_noPF,Cp2_noPF,Mt1_noPF,Mt2_noPF,Lf1_noPF,Lf2_noPF
AT5G38520.1,387173474.4,612689363.6,0,0,286776664,348584416.9
AT5G38530.1,32698700.32,75620240.98,0,0,79352832,334497886.6
AT5G38660.1,4283220343,5153684643,121538705.8,118146406.4,2404480732,2313202469
AT5G38830.1,0,0,0,0,77598292,81473956.64
AT5G38980.1,0,0,203950724.6,0,0,0
AT5G39040.1,0,0,0,0,26968714,0
AT5G39050.1,0,0,0,0,49611053,30886695.72
AT5G39340.1,0,0,0,0,23179740,0
AT5G39410.1,71252396.88,153157615.4,1102294943,744488124.4,384926750,1048455615
AT5G39510.1,0,0,51576711.4,77165073.98,250480528,154019912.5
AT5G39590.1,0,0,587954656.3,1073701571,140014228,0
AT5G39600.1,0,0,124794880.7,92495986.2,0,0
AT5G39730.1,0,0,0,0,996822492,722318546
AT5G39740.1,0,0,0,38389951.22,255038416,0
AT5G39790.1,17439382.93,13271082.5,0,0,0,0
AT5G39800.1,0,0,92832158.51,180221221.3,0,0
AT5G39830.1,882448237.9,845353438.9,0,0,407395840,581272301.6
AT5G39850.1,0,0,0,0,143598576,75817761.42
AT5G39950.1,0,0,0,0,344975760,0
AT5G40170.1,0,0,0,0,16063361,0
AT5G40370.1,0,0,148077515.2,0,1541787428,1650816172
AT5G40390.1,0,0,0,0,214925410,136385866.9
AT5G40450.1,30996752.6,0,25715531.15,13961284.72,3992764812,2154404937
AT5G40480.1,0,6349354.256,539033890.7,641923971.9,29544422,14906846.98
AT5G40580.1,0,0,0,0,732738252,270521270
AT5G40610.1,0,0,1119964910,1077653928,0,0
AT5G40650.1,0,0,1802791559,1466598192,0,0
AT5G40660.1,0,0,0,44233546.98,0,0
AT5G40670.1,0,0,0,0,0,28057563.11
AT5G40760.1,0,0,0,0,152022148,104105031.2
AT5G40770.1,41804639.58,32609089.16,24142163526,29394933692,591692341.5,890673555.5
AT5G40780.1,0,0,0,0,35379784,0
AT5G40810.1,0,17952122.25,9293628546,9448277820,789617485,1154350205
AT5G40870.1,0,0,0,0,19757524,25762794.8
AT5G40890.1,0,0,54387940.62,116716408.4,0,0
AT5G40930.1,0,0,856151167.5,1164569919,28770900,31256050.8
AT5G40950.1,7751371874,247222369.4,309979418.4,82651453.18,3524997640,1412446175
AT5G41010.1,0,0,24343172.43,0,0,0
AT5G41210.1,49194213.92,0,3163252532,1331978674,599498936,80562021.63
AT5G41480.1,5581024.28,0,193109132.8,70492685.36,0,0
AT5G41520.1,0,0,30251035.58,0,804684064,971191590.4
AT5G41600.1,0,0,0,0,0,16104274.81
AT5G41670.1,1629353857,861292848.2,61483487.04,0,760698039.5,798724169.8
AT5G41685.1,0,0,965444297.2,811915076,0,0
AT5G41700.1,0,0,0,0,515585136,0
AT5G41761.1,0,0,33299630.91,0,0,0
AT5G41790.1,0,0,622431568.9,484865038.1,576971994,1232460052
AT5G41850.1,0,7415828.51,0,0,0,0
AT5G41950.1,0,0,22413369.05,0,35144728,90004605.65
AT5G41960.1,83602816.75,67812107.83,0,0,0,0
AT5G41970.1,12540794.77,0,577884361.3,383080091.5,453102872,476984128
AT5G42000.1,0,0,0,18377467.26,0,0
AT5G42020.1,0,0,272868462.7,153492244.3,418515276,0
AT5G42030.1,0,92286805.48,0,0,0,0
AT5G42070.1,206872131.6,263706795.3,0,0,183820692,183577943.1
AT5G42080.1,0,9855406.245,925137718,456300838.9,1210468240,756653856
AT5G42090.1,0,0,0,0,534000288,24832659.18
AT5G42100.1,24669695.04,65552948.12,0,0,0,48306395.38
AT5G42130.1,106039012.7,13004265.48,0,0,65649264,201153161.9
AT5G42150.1,0,0,2143761106,2566580578,74273072,62171061
AT5G42190.1,0,0,0,0,125463965,121521681.7
AT5G42240.1,0,0,0,0,189984200,183020629.3
AT5G42270.1,29931598864,12636325061,204957222.1,288348354.5,3646332160,3774242798
AT5G42300.1,0,0,57971073.33,0,0,0
AT5G42390.1,517704557.2,32108870,0,0,131046712,253681282.7
AT5G42480.1,281505375.9,103048942.9,0,0,94907014,0
AT5G42570.1,0,0,48439431.17,35559311.61,410005078,400848856.3
AT5G42650.1,51516143365,75589568467,1842331781,2045595629,11946592482,14175848596
AT5G42720.1,0,0,0,0,69636664,0
AT5G42740.1,0,15059401.49,50389989.13,70947078.58,1026167980,765103236.6
AT5G42765.1,1092712379,1643555859,76152938.19,102582920,582270403,160612873.2
AT5G42770.1,0,0,0,0,29573014,21034216.43
AT5G42790.1,0,0,0,0,360574556,363142046.4
AT5G42850.1,0,0,0,0,213889464,445823695
AT5G42890.1,0,0,887303416.2,695336841.2,114696856,101531212
AT5G42950.1,0,0,0,0,19318024,0
AT5G42960.1,196137969.5,237413802.1,165392373.1,41958751.4,464710432,269022982.1
AT5G42970.1,0,0,0,53892234.98,99571240,94337804.58
AT5G42980.1,69297232.45,28431594.12,210097851.7,63365069.65,6326722564,4689571823
AT5G43010.1,0,0,0,0,21922444,16092225.16
AT5G43060.1,0,0,38449337.72,0,31643518,0
AT5G43090.1,0,0,0,0,107985928,172526769
AT5G43140.1,0,0,397554597.2,358441514.7,0,0
AT5G43280.1,0,12753583.06,298148540.4,60558358.87,0,0
AT5G43330.1,0,0,0,0,64055132,67762714.41
AT5G43430.1,0,0,5100271388,3541332878,0,8171735.246
AT5G43460.1,0,0,93864967.59,30736648.44,104152472,45753059.41
AT5G43470.1,0,0,0,0,0,70724535.95
AT5G43500.1,0,0,38418068.21,0,0,0
AT5G43600.1,0,0,0,0,287105615,292382135.5
AT5G43745.1,74560421.24,22482262.71,0,0,24599518,0
AT5G43750.1,253673849.7,1041769929,0,0,129640912,460055135.7
AT5G43780.1,165147162,65028355.89,0,0,540025866,511866014.1
AT5G43830.1,0,0,29004524.73,33332034.16,660973232,286067992.8
AT5G43850.1,0,0,0,0,37703160,15550112.28
AT5G43860.1,0,0,0,0,0,25466844.56
AT5G43940.1,72566184.01,68296748.22,364190979.4,294298980,5527835906,5451927780
AT5G43960.1,0,0,77140956.18,129511811.1,244742078,340681758.3
AT5G43970.1,0,0,4481880497,8290837907,320487760,451356801.9
AT5G44000.1,47234105.41,66079847.35,0,0,0,0
AT5G44020.1,377607007.5,589642255.3,2.70E+11,2.53E+11,880254696,549525591.8
AT5G44070.1,0,7667898.858,150013464.4,212757415.8,824713826,927991242.6
AT5G44090.1,0,0,0,0,155045216,9390348.468
AT5G44130.1,0,0,93212557.11,0,1687314688,1541732758
AT5G44180.1,0,0,32933206.35,72720085.97,0,0
AT5G44320.1,0,0,0,0,179003686,213686622
AT5G44340.1,0,0,86925037.14,27334319.87,21862984,18271227.51
AT5G44400.1,0,22408054.58,0,0,396763688,269220869.9
AT5G44520.1,23963174.03,0,0,0,0,0
AT5G44650.1,2500315369,2701709649,0,0,859218016,835977143.5
AT5G44710.1,0,0,310570753,492076903.2,0,0
AT5G44720.1,0,0,0,0,325015631,657993774.8
AT5G44730.1,0,0,3223427358,3612794620,1218970556,1234034854
AT5G44785.1,0,0,30260418.73,0,0,0
AT5G45040.1,0,19992900.88,0,0,0,0
AT5G45160.1,0,0,0,0,0,178353903.2
AT5G45170.1,1822732963,387683725.4,0,0,1171767366,365253838.8
AT5G45280.1,0,23029087.08,0,0,0,195794915
AT5G45390.1,1500634007,213384832.2,4702736.231,6355005.959,1079959147,2032422811
AT5G45420.1,0,0,0,0,37226905,32142532.09
AT5G45500.1,0,0,0,0,15228668,0
AT5G45590.1,0,0,258538042.4,0,0,0
AT5G45620.1,0,0,0,0,89817640,215734100.4
AT5G45650.1,0,0,0,0,0,19946454.04
AT5G45680.1,1734304333,2364097969,0,0,2217294976,2499871668
AT5G45750.1,0,15273210.89,0,0,34156488,24604923.71
AT5G45930.1,386576042.2,0,0,0,114657440,0
AT5G45950.1,0,0,0,0,151815496,0
AT5G46020.1,0,14266696.56,74325094.02,91971075.56,0,0
AT5G46070.1,0,50703782.98,3116490751,4112490206,665038098,239560996.7
AT5G46110.1,11036804548,3327223797,2520123200,1336931339,15775380398,10310310978
AT5G46160.1,0,0,552473133.7,264961958,0,0
AT5G46180.1,0,0,2182267317,1396618982,0,52005146.96
AT5G46210.1,0,0,0,0,11448586,17962018.68
AT5G46290.1,2446167072,988585654.5,0,0,498516136,967778401.4
AT5G46390.1,126956415,325434342.4,0,0,44253815,0
AT5G46420.1,14431000.88,0,0,0,0,0
AT5G46430.1,0,0,30245384.28,22947979.72,0,33849378.34
AT5G46570.1,0,0,0,0,9887268,0
AT5G46580.1,233869883.7,33311661.05,0,0,146824321,71951210.19
AT5G46630.1,0,0,85583862.54,32365351.31,265643780,150842528.6
AT5G46700.1,0,0,0,0,97804152,0
AT5G46750.1,0,0,0,0,39176058,59166164.35
AT5G46780.1,0,0,50077936.36,30641951.7,0,0
AT5G46790.1,0,0,0,0,86660504,169020199.8
AT5G46800.1,0,14655179.77,63656658068,57182187002,3793261922,3800034568
AT5G46860.1,0,0,61560251.81,68054300.89,369954832,149777323.7
AT5G47010.1,0,0,0,0,33316440,83444069.41
AT5G47030.1,146087391.3,83539471.8,24735773216,25113816174,597839680,852278572.3
AT5G47110.1,2119493216,1291958157,0,0,473120912,164973843.3
AT5G47190.1,2756730831,833090135.1,30741141.3,0,637385208,1191373681
AT5G47200.1,0,0,45248380.74,0,109465642,0
AT5G47210.1,12892379.01,0,3531608061,6008112283,1104586154,1210069975
AT5G47320.1,0,0,513337579.5,590391139.9,0,0
AT5G47330.1,0,0,0,0,86390256,0
AT5G47435.1,0,0,393570636.4,253990384.6,0,0
AT5G47520.1,0,0,27389578.1,0,89142320,0
AT5G47560.1,0,0,0,0,13349790,0
AT5G47570.1,0,0,9844642496,6936443076,0,180589260.8
AT5G47630.1,0,0,889836381.9,108950869.6,0,0
AT5G47640.1,0,0,0,0,145077328,0
AT5G47650.1,0,0,0,0,29119550,34166334.68
AT5G47690.1,0,0,0,0,36508684,38644966.85
AT5G47760.1,0,0,0,0,0,17499310.23
AT5G47770.1,0,0,34618930.62,101925042.6,294550082,38801128.07
AT5G47840.1,552684475.5,108718442.2,0,0,592416452,800325808.9
AT5G47860.1,121691564.5,388426873.1,0,0,9413621,73737770.62
AT5G47870.1,381688190.6,133632550.9,138117924,0,309803328,205167925
AT5G47880.1,0,0,0,0,72520472,0
AT5G47890.1,0,0,19209472623,12135837367,0,378087532.1
AT5G47930.1,0,0,341594642.8,168097259.1,0,0
AT5G48020.1,0,0,0,0,44404464,67037319.74
AT5G48030.1,0,0,825852622.4,831088464.5,0,0
AT5G48180.1,0,0,0,0,37726176,0
AT5G48220.1,602638165.7,28811454.86,0,0,320096264,322905117.2
AT5G48230.1,0,0,42700559.01,55939902.19,349470630,135273386.8
AT5G48300.1,8479461892,1166559845,344047927.7,0,7810321132,13039004158
AT5G48330.1,0,0,18489013.21,0,0,0
AT5G48380.1,0,0,100701438.7,62027629.66,362705392,198642796.9
AT5G48440.1,109277552,0,0,0,0,0
AT5G48480.1,0,0,0,0,169816024,0
AT5G48540.1,0,0,0,15603771.18,31608532,33015819.74
AT5G48580.1,0,0,0,0,124356456,228365909.7
AT5G48620.1,0,0,23232695.56,0,11014230,0
AT5G48790.1,898862253.3,1614989602,49249094.14,41241512.13,391821824,480739427
AT5G48810.1,0,18446183.58,608049026.5,684491345,1215076340,2230772492
AT5G48880.1,0,0,275376284.3,136799167.6,38056696,336211227.9
AT5G48960.1,718637530.2,42888396.24,0,0,215239066,335218144.9
AT5G48970.1,0,0,593081314.4,161227817.5,0,0
AT5G49020.1,0,0,0,0,0,24945393.13
AT5G49030.1,524592260.6,15067676.56,607952798.9,164939564.9,448275920,281902284.3
AT5G49190.1,0,0,0,30289172.39,0,0
AT5G49210.1,0,0,84371796.08,152822323.4,0,0
AT5G49360.1,0,15938822.78,356080068.6,228907539,521659924,0
AT5G49460.1,0,0,0,0,21525756,0
AT5G49510.1,0,0,0,0,16131348,0
AT5G49555.1,0,0,4770647256,3715594490,94813328,288206680.4
AT5G49570.1,0,0,0,0,54931480,48514057.76
AT5G49630.1,0,0,0,0,0,72344284.49
AT5G49650.1,0,0,0,0,490081880,388246733.6
AT5G49720.1,0,0,0,0,22147510,0
AT5G49760.1,0,0,152522578.4,102033087.7,734603304,161932058
AT5G49810.1,0,0,0,0,409339196,1269332122
AT5G49840.1,0,0,154691615.1,115575099.3,0,0
AT5G49900.1,0,0,0,0,37381440,0
AT5G49910.1,4937825331,790949536.9,0,0,3316305416,2954246707
AT5G49970.1,84562337.78,0,1226290010,976677211.8,413870420,348177737.2
AT5G49980.1,0,0,0,0,0,39917396.04
AT5G49990.1,0,0,0,0,51352240,0
AT5G50100.1,13107382.79,38843742.46,0,126054716,0,0
AT5G50110.1,3938605.531,0,0,0,0,0
AT5G50230.1,0,0,217993532.6,310407452.1,0,429804543.9
AT5G50250.1,1676516239,404348165.7,0,0,1072561520,1776345073
AT5G50370.1,0,0,4709252263,4448029982,365890560,531710170.1
AT5G50460.1,0,0,0,0,0,59590050.45
AT5G50640.1,0,0,0,15792240.93,0,65763947.88
AT5G50810.1,0,0,1820333088,940185240.7,0,0
AT5G50850.1,0,25107629.05,76922266007,75177087495,2492244396,2267318297
AT5G50920.1,11875126115,2855973168,786281643.6,1050557873,8206429246,8037803490
AT5G50950.1,0,0,0,63798366.82,765754526,160057419
AT5G50960.1,0,0,0,0,42223340,0
AT5G51010.1,593267978.5,1616600903,0,0,358600800,349906191.4
AT5G51040.1,0,0,99938732.24,0,0,0
AT5G51050.1,0,0,254251944.7,633224106.8,0,0
AT5G51070.1,225702004.4,11545706.62,0,0,41380976,46591795.72
AT5G51080.1,0,0,67116678.34,29783402.99,0,0
AT5G51100.1,189079812.5,62040273.04,0,0,0,36766814.92
AT5G51110.1,180584069.9,21305558.67,0,0,0,55179649.16
AT5G51120.1,0,0,0,0,102253884.5,98853537.5
AT5G51200.1,0,0,362747486.2,0,0,0
AT5G51220.1,0,0,447371781,481599588.3,0,0
AT5G51430.1,0,0,29163049.22,0,17226852,0
AT5G51540.1,0,0,119402838.3,0,0,0
AT5G51545.1,487583656.2,1083095104,0,0,129068808,120103359.8
AT5G51570.1,0,0,31656045.42,34234832.17,357564908,560577506.6
AT5G51590.1,0,0,0,27581732.08,0,0
AT5G51660.1,0,0,0,0,13388817,0
AT5G51690.1,29759866.65,0,0,0,0,0
AT5G51720.1,284259492.9,109440197.2,0,0,664036464,1276803250
AT5G51740.1,0,0,1398736721,1346482508,44016330,33956372.52
AT5G51820.1,5953632129,821571968.7,0,0,6352887672,6608279568
AT5G51840.1,0,0,0,16024314.18,0,0
AT5G51970.1,0,131743961.3,74254554.72,164120861.5,1776497776,1465524679
AT5G52030.1,3367073.416,0,0,0,0,0
AT5G52040.1,0,0,0,0,46611932,0
AT5G52100.1,180948383.6,0,0,0,83401822,0
AT5G52110.1,52658261.68,109005173.3,0,0,0,0
AT5G52190.1,0,0,0,0,56985224,62939077.69
AT5G52230.1,0,8520027.164,0,0,0,0
AT5G52240.1,0,0,73559151.53,110715152.3,209990512,223782366.2
AT5G52310.1,0,81242472.17,618264328.3,351241456.7,14795897238,10626870933
AT5G52370.1,0,0,256235385.8,30888959.47,0,0
AT5G52410.1,143461219.8,84056302.24,0,0,0,0
AT5G52420.1,0,0,49045249.64,147340830.8,142841936,138095853.1
AT5G52440.1,400726611,656475522.8,0,0,459887744,190084637.5
AT5G52470.1,0,15599719.56,28482486.74,13441544.48,197755592,148224060.3
AT5G52520.1,948068126.2,129440520.1,240272014.8,434709101.7,853539550.5,751699586.4
AT5G52540.1,161376456.4,0,0,0,106471984,204293959.8
AT5G52560.1,0,0,0,0,106508708,0
AT5G52640.1,0,0,0,0,338475218,0
AT5G52650.1,0,0,7481386.658,0,323424000,115721775.4
AT5G52780.1,100076492.4,97442922.5,0,0,107627952,0
AT5G52810.1,0,0,0,0,75529184,0
AT5G52840.1,0,14835720.92,30848491722,33571028964,1544285627,1404205711
AT5G52920.1,2266541958,220531149.1,0,0,635062102,551245655.2
AT5G52960.1,88171809.66,0,0,0,105063196,50029889.22
AT5G52970.1,678494258.7,406932887.9,0,0,391974544,239403020.9
AT5G53070.1,0,0,1487061688,427340716.4,0,0
AT5G53140.1,0,0,748723981.9,868443650.6,724658232,679985602.9
AT5G53170.1,198991751.1,20321122.04,0,0,75062730,103324457.1
AT5G53340.1,0,0,28791546.89,0,0,0
AT5G53350.1,0,0,2256324449,1484766722,100506620,166617213.9
AT5G53370.1,0,0,0,0,45655116,81897177.06
AT5G53400.1,0,0,0,0,44243732,160311124.1
AT5G53460.1,1915521256,15418853,0,0,167486420,0
AT5G53480.1,0,0,398049041.5,161463627.3,1015127988,1189929240
AT5G53490.1,4079977784,3496372262,27371270.64,0,4084468440,4209934923
AT5G53530.1,0,0,0,95938003.66,231229564,171213884.4
AT5G53540.1,0,0,66084445.36,0,0,0
AT5G53560.1,0,0,577292725.8,512699661.5,1909761500,1436137089
AT5G53580.1,350494286,200608277.3,51667593.6,31617769.52,219943128,51782655.23
AT5G53650.1,0,0,5817364065,6293495783,0,0
AT5G53780.1,0,0,41436174.04,0,0,0
AT5G53850.1,100546791.3,0,0,0,221950340,338516222.8
AT5G53860.1,73111171.4,23502520.85,0,0,0,0
AT5G54060.1,0,0,0,0,0,73940219.33
AT5G54080.1,0,0,0,0,0,55014606.65
AT5G54100.1,0,0,580516159.6,387948603.4,0,0
AT5G54110.1,0,0,0,0,57490452,29555176.76
AT5G54160.1,0,0,0,0,205455860,111691869.5
AT5G54180.1,0,16035987.48,0,0,0,0
AT5G54190.1,72484696.95,0,0,0,0,0
AT5G54270.1,39106077824,48187035044,4205316926,4088810702,24392082928,22496885020
AT5G54430.1,0,0,0,0,615468040,497529983.2
AT5G54440.1,0,0,0,0,17567740,0
AT5G54500.1,0,20798437.32,302097721.6,422751309.8,2079018190,1532463656
AT5G54580.1,0,0,463146859.4,464001882.8,0,0
AT5G54600.1,5129345149,1588408956,107185000.4,45263986.52,3361379232,1902760224
AT5G54640.1,0,0,64926948.24,0,0,0
AT5G54750.1,0,0,0,0,381717680,90442580.27
AT5G54770.1,5649454966,900562268.8,0,0,5037571364,4270431352
AT5G54800.1,0,0,0,0,31218572,111222733
AT5G54810.1,666811950,324669088.8,0,0,315345634,335731681.4
AT5G54900.1,0,0,0,0,52105296,0
AT5G54940.1,0,0,71452376.01,17144925.01,0,0
AT5G54960.1,0,0,0,95383178.22,518196952,1637724799
AT5G55070.1,0,19282382.95,23246045426,23457085188,1172699578,1339477882
AT5G55125.1,0,0,262748781.9,54086180.55,0,0
AT5G55140.1,0,0,66012943.78,185752116.1,0,0
AT5G55160.1,0,0,0,24479654.88,128748088,166126778.8
AT5G55200.1,0,0,310489549.5,165453057,0,0
AT5G55210.1,0,0,25352361.76,24193179.6,0,0
AT5G55220.1,6292174377,437501619.7,0,0,3759642077,2336125297
AT5G55230.1,0,0,0,0,210229916,323018497.5
AT5G55280.1,677422538,60819267.2,0,0,242137016,356906471.6
AT5G55480.1,0,0,0,0,205127972,415055404.2
AT5G55510.1,2534543.756,0,0,0,0,0
AT5G55610.1,0,0,9658249210,12516315329,41429620,295155283.4
AT5G55660.1,0,0,0,81117697.54,24619036,171487383.4
AT5G55670.1,0,0,0,0,0,8009625.433
AT5G55710.1,180777136.5,235870981.1,0,0,181760368,0
AT5G55730.1,0,0,0,0,627446176,563118476.2
AT5G55740.1,7929246.837,0,0,0,0,0
AT5G55860.1,0,0,0,0,21304398,11643857.22
AT5G55940.1,0,0,0,0,0,28563075.04
AT5G55990.1,0,0,0,0,52453798,256249613.4
AT5G56010.1,0,0,0,0,315504032,121780259
AT5G56030.1,0,10004890.53,0,336828155.5,275601640,246140134
AT5G56090.1,128797474.7,82933727.17,105511560.2,162874864.4,137825472,92654965.83
AT5G56260.1,0,0,0,0,396098024,123755518.9
AT5G56350.1,0,0,0,0,177032796,347654656.1
AT5G56360.1,0,0,0,0,0,32583307.34
AT5G56450.1,0,0,53945781.74,0,0,0
AT5G56490.1,0,197306882.1,0,0,0,0
AT5G56500.1,428553268.6,225560734.2,0,0,26423482,36955460.69
AT5G56600.1,0,0,0,0,158832608,0
AT5G56630.1,0,0,0,0,51479592,115038541.1
AT5G56660.1,0,0,0,0,0,27181736.26
AT5G56680.1,0,0,0,11666957.6,934357930,540605737.9
AT5G56710.1,0,0,84201726.84,230546483.6,407571968,0
AT5G56730.1,0,0,302750027.6,0,31397080,21162623.62
AT5G56940.1,0,0,31374487.24,179160809.5,0,0
AT5G56950.1,0,0,0,0,106838108,0
AT5G57020.1,0,0,0,0,462151142,172053834
AT5G57030.1,188756447.6,311236626.4,0,0,125019692,0
AT5G57040.1,220753674,0,0,0,103884348,94166051.72
AT5G57110.1,0,0,67289755.49,67318084.33,414558304,239663964.6
AT5G57170.1,0,106006706.4,0,0,0,122829676.3
AT5G57230.1,0,0,149836739.5,100661209.9,0,0
AT5G57290.1,0,8074477.939,94677592.58,0,963058140,358571940.8
AT5G57300.1,0,0,273344204.4,327551523.3,0,0
AT5G57330.1,0,0,0,0,166671404,382475171.8
AT5G57345.1,630464032.8,659659165.5,0,0,48441632,0
AT5G57350.1,0,0,0,0,125320964,133446522.4
AT5G57370.1,0,0,142421722.5,185102281,0,0
AT5G57460.1,0,0,0,0,0,58975798.58
AT5G57490.1,0,0,12529412832,9568881658,332336300,153913385.4
AT5G57580.1,0,0,55410043.57,147731388.3,0,0
AT5G57590.1,0,0,29902849.66,0,0,0
AT5G57610.1,0,0,0,0,0,24738694.89
AT5G57655.1,0,0,88639168.31,83989870.17,1227596488,477401076.1
AT5G57850.1,714594765.4,155229349.8,0,0,549568264,978930984.3
AT5G57870.1,0,8044161.997,0,32597417.92,1301099272,1036417074
AT5G57960.1,0,0,0,0,0,1755509971
AT5G58005.1,0,0,1112531609,1617932797,33151962,133502797.1
AT5G58030.1,0,0,0,0,59473876,44440350.91
AT5G58060.1,0,0,69364122.07,97706976.57,152812190,100200474.7
AT5G58070.1,0,186263990.9,703264109.5,919758045.8,2461498316,3112125303
AT5G58090.1,0,0,0,0,150141548,78122155.06
AT5G58140.1,0,0,1692908491,10849760691,1417036868,513368319.6
AT5G58210.1,0,0,0,223639080.8,0,0
AT5G58220.1,0,0,14630024.6,0,55299368,24731351.08
AT5G58230.1,0,0,0,0,0,69341322.57
AT5G58240.1,0,0,41951477.38,0,50471272,45137158.4
AT5G58250.1,2788771671,704612377.8,0,0,874539600,320059866.8
AT5G58260.1,851221495.8,1639644279,20701814.99,0,320393868,603344887.7
AT5G58270.1,36417642.56,306129675.3,2326765971,3306486330,0,1484400867
AT5G58290.1,0,0,0,0,456384776,708502031.8
AT5G58330.1,6664145471,1275986097,18341829.57,0,5790480410,5535537139
AT5G58390.1,0,0,0,0,29368966,144222906.9
AT5G58420.1,0,0,0,0,500597344,481970258.4
AT5G58450.1,0,0,0,0,50393070,0
AT5G58470.1,0,0,156874796.6,0,0,49396028.08
AT5G58490.1,0,0,0,0,439998300,793793134.3
AT5G58590.1,0,0,0,0,0,126831908.2
AT5G58670.1,0,0,0,77835068.07,50969871,21634184.37
AT5G58710.1,0,0,189096770,256129366.5,595119136,412936839.1
AT5G58770.1,0,0,0,0,118732720,0
AT5G58800.1,0,0,0,0,18713306,0
AT5G58870.1,0,7432492.038,0,0,4716465.5,0
AT5G59150.1,0,0,0,0,44818700,61537549.87
AT5G59200.1,0,5849692.149,101356232.5,79973780.36,0,0
AT5G59250.1,842883120.9,865899298.2,102408797,108096155.7,741776304,1195423720
AT5G59290.1,0,0,0,0,792731708,392221200.2
AT5G59320.1,0,0,0,76238691.67,633457344,329335547.7
AT5G59420.1,0,0,0,0,244211590,176247856.9
AT5G59470.1,0,0,0,0,0,119896479
AT5G59720.1,0,0,52810678.25,0,0,0
AT5G59750.1,143570009.9,0,0,0,67360378,36641746.8
AT5G59850.1,42138305.32,55070947.53,395820522.1,322959503.7,4302198176,4198987125
AT5G59870.1,0,143337447.1,11841842213,14686337587,312030976,515308174.6
AT5G59880.1,0,0,212463501.1,271481889.1,769593072,764607924.5
AT5G59910.1,0,0,3206655046,256457378.2,708938960,699973117.7
AT5G59950.1,0,47755592.73,69348241.32,0,143366608,81090480.82
AT5G60030.1,0,0,86860831.02,93767721.34,0,0
AT5G60040.1,0,0,28386822.47,12486211.06,0,0
AT5G60160.1,0,0,0,40447621.38,699973035,641169474.7
AT5G60360.1,0,0,322227213,553541972.9,1316302592,651105561.7
AT5G60460.1,0,0,9295521.897,0,100583366,55908758.14
AT5G60540.1,0,0,0,0,17161970,99588906.97
AT5G60600.1,2175088423,118716991.4,0,0,1382422446,955978783.5
AT5G60640.1,0,0,459250390.4,199416501.5,2960148789,2740784649
AT5G60670.1,0,0,0,0,62412916,52249708.77
AT5G60730.1,0,0,114544952.3,77264377.74,0,0
AT5G60790.1,0,0,0,0,126262596,310392009.3
AT5G60920.1,0,0,0,0,49945776,0
AT5G60960.1,0,0,1328721410,839983744.9,0,0
AT5G60980.1,0,0,47074399.77,45810000.7,412089768,419239354.2
AT5G61030.1,0,0,606965692.2,690137797.9,0,0
AT5G61170.1,0,0,0,42623209.74,254330064,288922216.7
AT5G61220.1,0,0,4078669459,3441990133,64369688,0
AT5G61240.1,0,0,121461466.9,151909199.6,0,35834187.33
AT5G61310.1,0,0,304207326.6,531647364.6,0,0
AT5G61410.1,7955485000,1233530880,105619923.9,0,7244429716,7809903139
AT5G61500.1,0,0,0,0,36866108,122598546.5
AT5G61510.1,0,0,0,0,288982104,1610867371
AT5G61580.1,80392129.91,9171995.948,0,0,35698912,36521896.65
AT5G61640.1,0,0,0,0,0,25586426.3
