Protein,Cp1_noPF,Cp2_noPF,Mt1_noPF,Mt2_noPF,Lf1_noPF,Lf2_noPF
AT3G23600.1,0,0,0,0,1457298602,1808360412
AT3G23640.1,44055310.99,0,0,0,29786744,168261186.8
AT3G23700.1,1482760177,101910385.1,0,0,733760240,491855572.3
AT3G23710.1,7955916.687,0,0,0,0,0
AT3G23790.1,0,8336035.242,0,0,0,0
AT3G23810.1,0,0,74738287.75,0,764197252,170495047.6
AT3G23820.1,0,0,104389227.5,179947849.7,18662692,0
AT3G23940.1,1883197796,458065283.2,0,0,2318828860,2414509669
AT3G23990.1,0,0,26669524441,21894209057,870399345.5,1284393653
AT3G24160.1,0,0,0,0,65275996,0
AT3G24170.1,0,33182156.92,0,113479915.7,1236716127,4319306100
AT3G24190.1,29807177.31,175864090.1,0,0,0,0
AT3G24200.1,0,0,886934200.5,790101405.1,0,0
AT3G24350.1,0,0,0,42451272.31,0,0
AT3G24420.1,0,0,0,0,490993672,195493745.7
AT3G24430.1,494641639.3,6676614.859,0,0,213108676,274556958.7
AT3G24480.1,27155348.01,79308562.69,0,0,0,0
AT3G24490.1,0,0,37121909.01,0,0,0
AT3G24503.1,0,0,36617449.44,0,1539921180,979223530.1
AT3G24550.1,0,0,23860191.38,0,33392154,16899622.51
AT3G24570.1,0,0,413604639.4,298765248.9,0,0
AT3G24590.1,9012207560,664318871.9,0,0,238360942,243325234.8
AT3G24830.1,137591916.6,18179937.81,955145724.6,708270006.7,2122155920,1635703696
AT3G25010.1,0,0,0,140003990.5,0,0
AT3G25070.1,0,0,134042368.5,79645830.31,0,28236339.84
AT3G25140.1,0,0,233562854.7,195912855.3,0,0
AT3G25220.1,0,0,0,0,142758368,188689425
AT3G25230.1,0,0,31836823.33,34338649.73,1643749140,1220062968
AT3G25480.1,165494900.1,203885707.3,0,0,82634304,49343938.55
AT3G25520.1,0,0,73178951.76,17402236.97,588353792,460055164.6
AT3G25530.1,0,9352044.141,130241702.7,33983713.38,2471632836,2350175452
AT3G25545.1,0,0,0,0,136519176,0
AT3G25660.1,418733335.7,35775476.64,464391839.5,755622802.3,576370074,191700018.5
AT3G25680.1,86187025.71,46873690.11,0,0,0,66008842.53
AT3G25690.1,35957811.01,0,12397510.81,0,152768346,173291831
AT3G25760.1,4598151798,9111632170,714217039.9,490458932.3,1004465158,1031238145
AT3G25770.1,12096948532,9598153810,772457448.6,541216406.5,2200993853,3307843449
AT3G25780.1,229827576.7,300066196.2,0,0,0,0
AT3G25800.1,0,0,51643963.67,0,248894896,402087357.9
AT3G25805.1,57956413.87,135645667.5,0,0,0,111499444.4
AT3G25860.1,4143513143,1275857662,0,17192035.37,1899145662,1106550126
AT3G25920.1,3293762156,2367232144,300903800.7,80283773.37,4951481654,3570523695
AT3G26050.1,0,0,215783371.7,0,0,0
AT3G26060.1,22316105814,25065314376,3760290673,4906492599,14949602320,17591771764
AT3G26070.1,3365743178,5276152340,64004200.62,0,1925783186,2926369439
AT3G26080.1,0,183382178,0,0,29514702,49773238.03
AT3G26085.1,65269609.66,34452968.85,0,0,0,0
AT3G26170.1,0,0,40220718.58,34687427.86,32250496,237421155.9
AT3G26210.1,0,0,56379073.49,0,48005832,0
AT3G26290.1,0,0,88711205.2,29776975.14,32305786,101149529.2
AT3G26340.1,0,0,0,0,0,25185780.57
AT3G26360.1,0,0,253195183.2,309730457.6,0,0
AT3G26380.1,0,0,0,0,56794964,59107682.26
AT3G26420.1,0,0,28570085.73,0,19537500,148133529.6
AT3G26450.1,0,0,221327346.6,77268563.66,2929165428,2409995074
AT3G26520.1,287200789.5,0,2320875187,3580355783,9338987287,4587179777
AT3G26560.1,0,0,0,0,0,12544101.18
AT3G26570.1,260797358,84906966.47,0,0,333190764,0
AT3G26580.1,24274901.9,109165873.6,0,0,0,0
AT3G26590.1,0,0,0,0,0,24671728.78
AT3G26618.1,0,0,0,0,46528500,0
AT3G26650.1,39336200022,6366587379,1807192429,410438076.7,29423807420,45599291321
AT3G26710.1,671591635.9,1701408312,0,0,202067600,676406821.6
AT3G26720.1,0,0,0,0,169259804,314099204.1
AT3G26740.1,2272848289,4181352114,25958106.31,60229200.48,743850150,292625654.9
AT3G26760.1,0,0,24463792.15,0,0,0
AT3G26840.1,112146100.3,917040303.6,0,0,0,0
AT3G26900.1,249885974.8,0,0,0,46560356,0
AT3G26950.1,0,0,24187951.55,0,0,0
AT3G27020.1,0,0,0,0,14910489,0
AT3G27080.1,0,0,1990795099,2584520840,79478168,42013788.03
AT3G27110.1,16303760.77,27733423.62,0,0,0,0
AT3G27160.1,620970722.6,166237455.8,265159914.5,219796679.4,378577896,292720650.9
AT3G27230.1,0,0,39258404.21,87769717.44,13993425,0
AT3G27240.1,0,0,7245065539,7814005132,117399724,206129863.4
AT3G27280.1,0,0,1137121607,1131993348,43309516,0
AT3G27300.1,0,0,0,0,377869904,588539316.7
AT3G27310.1,0,0,0,0,33984968,31605337.09
AT3G27340.1,0,0,33915546.27,100751209.8,0,0
AT3G27360.1,23425937.72,0,3982190036,2227706437,201852448,197975747.9
AT3G27380.1,0,0,2799430786,3609633880,120107240,166986837.9
AT3G27430.1,0,0,0,0,71498136,107213398.3
AT3G27530.1,0,0,0,0,0,15592101.92
AT3G27570.1,0,0,3408200174,3874370680,76133776,76275715.72
AT3G27690.1,205465768.7,0,0,0,33271326,0
AT3G27740.1,1031004935,281546003.3,0,0,776241084,669727139.6
AT3G27820.1,0,0,681990830,943488440.2,347854404,378867721.9
AT3G27830.1,25725145499,10001140573,1304627430,881894195.9,25050026447,17914459551
AT3G27890.1,301612386.3,33025372.5,575124247.4,1125206887,786168760,759698066.7
AT3G27925.1,2257777245,3749339373,62631487.58,0,1584050884,3209465771
AT3G27930.1,0,0,764352060.3,321573175.7,0,0
AT3G28200.1,0,0,0,0,258654664,89115946.45
AT3G28220.1,1945987922,1117566805,2076276846,2472343158,4226394564,771224475.5
AT3G28270.1,0,0,0,0,1398200600,619485203.1
AT3G28290.1,0,0,194122984.3,138829751.6,2026938940,525277991.8
AT3G28460.1,20758265.97,0,0,0,0,0
AT3G28480.1,0,0,191092421.2,221861223.4,48564240,0
AT3G28510.1,0,0,0,0,34714424,0
AT3G28700.1,0,0,434271216,60014538.34,0,0
AT3G28710.1,0,0,196589421.7,82425390.01,171396320,330637334.9
AT3G28715.1,0,0,133339385.6,155937249.6,93201400,103236127.3
AT3G28720.1,0,0,0,0,24538568,40146583.09
AT3G28760.1,48544664.38,0,0,0,33993104,20780601.54
AT3G28900.1,0,0,0,24436197.84,45433420,46166601.9
AT3G28930.1,0,0,0,0,293622328,382493484.1
AT3G28940.1,0,18637660.98,50227526.33,236396031.2,1550521920,4151205563
AT3G28950.1,0,0,0,0,89936976,0
AT3G29010.1,0,0,123472631.7,50473066.18,0,0
AT3G29090.1,0,0,0,0,0,40384853.28
AT3G29185.1,349209806,0,0,0,90995648,36120087.08
AT3G29240.1,25833548.86,0,0,0,0,0
AT3G29250.1,0,0,0,0,171761160,104848201.4
AT3G29320.1,5403074970,906678718.9,0,0,3963366720,4140554750
AT3G29340.1,0,0,0,74249953.61,0,0
AT3G29350.1,0,0,0,0,58668668,0
AT3G29360.1,0,0,0,0,744812088,401312830.6
AT3G29637.1,0,5571667.235,25677427.57,0,0,0
AT3G32930.1,50191525.18,33092571.62,0,69719056.8,0,0
AT3G42050.1,0,0,1652418545,1345681660,2364070232,1686934380
AT3G42170.1,0,41012400.35,320069336.1,917887106.1,39447756,32684243.96
AT3G43240.1,0,0,240729196.6,176661109.3,0,0
AT3G43300.1,0,0,5649415.534,19597102.22,851548988,507544949.6
AT3G43520.1,498229512.8,771868106.5,124767322.6,75384809.89,763476074.5,977927303.3
AT3G43540.1,652743593.5,545714166.8,16606878.82,0,250753760,338600937.2
AT3G43800.1,0,0,0,0,541381168,345707420.7
AT3G43980.1,0,192144109.8,115427987.9,146722905.3,1106683104,750116582.7
AT3G44100.1,0,0,176458581.9,29758800.08,1389807296,2028636662
AT3G44110.1,0,23762062.28,253271173.7,421278933.3,960538994,1029329061
AT3G44240.1,0,0,455728597.4,0,0,0
AT3G44310.1,99227744.94,129195111.8,1079326459,1465698250,9834186322,11446542974
AT3G44330.1,0,0,63515736.5,84225393.69,163143960,194721331.3
AT3G44340.1,0,0,27885113.36,0,87230584,0
AT3G44380.1,9381930.828,0,0,0,0,0
AT3G44590.1,0,0,0,0,77796192,0
AT3G44600.1,0,0,0,0,73019680,0
AT3G44620.1,354763414.2,103302800.6,0,0,471650868,489609557.6
AT3G44860.1,0,0,0,0,342460448,1277681253
AT3G44880.1,958040755.9,2310729998,0,0,413666360,412310862.9
AT3G44890.1,9156776622,2215208831,1936440257,1902246437,4453889504,3792006315
AT3G45030.1,0,27047339.87,470410073.9,443677152.3,1995841256,1379585402
AT3G45050.1,239145290.8,221874859.8,0,0,0,0
AT3G45140.1,1.87E+11,54379923715,2453078989,2748461248,57077625698,68431970942
AT3G45190.1,0,0,0,0,88420274,22796149.32
AT3G45230.1,0,0,0,0,18574902,0
AT3G45300.1,0,0,8740256128,6420754843,62786864,143942829.6
AT3G45640.1,0,0,0,0,147150096,56630266.71
AT3G45740.1,0,0,584696134.3,291668579.1,0,0
AT3G45770.1,21015639.38,18443284.18,1459298232,1000460062,305787608,172481944.9
AT3G45780.1,0,0,587033675.2,572346880.4,342896128,277840415.6
AT3G45830.1,0,0,0,210891384.3,0,0
AT3G45970.1,0,0,0,0,32683936,0
AT3G45980.1,0,0,559824014.8,748099745.8,0,0
AT3G46000.1,0,0,0,0,167330432,185220259.8
AT3G46030.1,0,0,418054724.3,0,0,0
AT3G46100.1,157822190.8,4569316.674,78295028.61,120343385.4,101523584,0
AT3G46220.1,0,0,0,0,29095330,30685282.02
AT3G46320.1,1693835539,5227928717,1.77E+11,2.03E+11,6908624180,7199327902
AT3G46430.1,12169877.46,14976840.44,8364832726,11033263474,609883648,780324265.7
AT3G46460.1,0,0,0,0,41284426,61909786.64
AT3G46560.1,0,0,9733830033,6811951545,125984296,111019915
AT3G46630.1,43767706.92,0,278235445.1,0,0,0
AT3G46740.1,3007001927,1108033916,141473601.4,221688953.1,1502977672,1019157997
AT3G46780.1,51531349344,63798440086,1830415028,2139887613,17590297624,12389455097
AT3G46830.1,0,24041119.25,0,39769378.61,178581176,71104984.05
AT3G46950.1,0,0,64183844.19,0,0,0
AT3G46970.1,0,26753711336,695291405.7,466035542.7,10557527138,23944123498
AT3G46980.1,0,0,0,0,0,14910650.95
AT3G47000.1,0,0,0,0,31749894,55014175.05
AT3G47070.1,9642789280,9397082669,4184871507,5902386923,8097802294,10055010787
AT3G47110.1,0,0,21880491181,27884056519,0,949652328
AT3G47370.1,0,0,137189326.3,0,605313600,618458220.5
AT3G47390.1,61186577.99,7103520.652,0,0,80832072,0
AT3G47430.1,0,0,245611571.6,0,47274848,0
AT3G47470.1,84152268956,1.20E+11,3921140567,1808547608,51900676396,47864898118
AT3G47520.1,4217075114,1402884097,276479297.5,121903411.7,3651796472,3532397030
AT3G47560.1,0,0,0,0,280786740,206155113.6
AT3G47590.1,20572194.27,0,0,0,0,138853150.4
AT3G47630.1,0,0,558646768.5,421277022.5,26413814,21597143.22
AT3G47650.1,524964570.5,0,26177859.59,0,250109792,260996195.9
AT3G47690.1,0,0,0,0,237728512,0
AT3G47800.1,93082361.29,165815491.9,0,0,2345420896,1814453199
AT3G47810.1,0,0,0,0,57232832,98896011.89
AT3G47833.1,0,0,1603583459,832933528.1,127687440,139842804.2
AT3G47860.1,1803729277,2265465373,0,0,657299552,941853812.9
AT3G47930.1,0,0,14379199294,14407572747,249254479,487646685.6
AT3G47960.1,0,0,0,0,94333548,71966593.54
AT3G48000.1,0,0,46571205465,37120995569,3107762980,3805927025
AT3G48030.1,0,0,321648669.7,157895869,0,0
AT3G48090.1,0,0,0,0,713169512,104693628.1
AT3G48110.1,727287346.7,32926399.26,670253749.3,632154178.1,513060912,115503653.5
AT3G48140.1,0,0,12301933335,14506196691,722000216,931907047.4
AT3G48170.1,0,0,111785593,177740964.3,122357160,109582986.6
AT3G48310.1,0,0,27463083.26,0,2433163,7034284.563
AT3G48330.1,0,0,0,0,0,12185304.44
AT3G48420.1,2843586825,338777874,0,0,2888749118,2526213328
AT3G48500.1,407212170.9,102899148.9,0,0,0,0
AT3G48530.1,0,0,0,0,366400344,0
AT3G48560.1,412959143.4,35549279.62,0,0,37752440,58496889.71
AT3G48680.1,0,0,2771982240,1738543805,108625832,151062843
AT3G48690.1,0,0,0,0,526069100,543134358.2
AT3G48720.1,0,0,0,0,0,30381443.62
AT3G48730.1,1957990086,290188782.9,0,0,928659848,413771510.6
AT3G48750.1,0,0,0,0,559002660,256719144.9
AT3G48850.1,0,0,139397213.4,97157397.28,0,0
AT3G48870.1,139086058,16998516.53,0,0,0,0
AT3G48890.1,0,0,69321267,179876823.9,301833504,380579154.3
AT3G48930.1,0,4765724.998,538439499.8,573390197.3,1290892328,1054820346
AT3G48990.1,0,0,113121901.4,105259913.7,2020086960,1068071576
AT3G49010.1,77693722.41,111724996.2,1043640167,656788906.8,5396501136,4943268036
AT3G49080.1,0,0,888594013.3,618516790.7,0,0
AT3G49120.1,9524750.911,14054060.13,0,76329034.39,3668532224,6302085537
AT3G49140.1,25508756.54,0,0,0,0,0
AT3G49240.1,0,0,1440102286,1536338273,29951554,38882652.97
AT3G49360.1,0,0,0,0,31121918,0
AT3G49470.1,0,0,177727446.8,92316192.88,367056375,162243470
AT3G49560.1,594040046.9,283337696.5,39738349.31,37064742.78,275200380,55339516.64
AT3G49680.1,682611470.2,32789378.35,0,0,437630872,143996083
AT3G49720.1,0,0,1489184005,1736786466,230983776,146004289.1
AT3G49725.1,0,0,51860022.07,35735955.92,0,0
AT3G49870.1,0,0,159316375.4,507004535.3,302488556,239514975.4
AT3G49910.1,102449095.2,69877581.33,1181973444,1258741398,3599640960,4344788230
AT3G50000.1,0,0,0,0,101501314,0
AT3G50210.1,0,0,0,0,25773290,21443090.66
AT3G50360.1,0,0,0,0,112466916,22462987.21
AT3G50440.1,0,0,0,0,77792672,31533876.65
AT3G50500.1,0,0,13687331.73,21604914.11,133503792,114849133
AT3G50590.1,0,0,32280655.67,0,52344996,42254718.74
AT3G50670.1,0,0,0,0,13672033,0
AT3G50790.1,0,13549532.68,0,0,0,0
AT3G50820.1,63463910166,96866293891,2152785496,1336723574,27687344480,24500353642
AT3G50830.1,0,0,0,0,0,91698346.31
AT3G50840.1,0,0,0,0,40103308,0
AT3G50920.1,0,7161773.604,0,0,0,0
AT3G50930.1,0,0,3577214268,3319956115,18499478,0
AT3G50950.1,0,0,0,0,28265590,43514583.99
AT3G50970.1,0,0,42200009.72,0,265194622,29874125.81
AT3G51000.1,0,0,0,0,136752172,137706592.4
AT3G51010.1,0,0,309504790.6,192187373.4,0,0
AT3G51050.1,0,0,15384511.55,42977317.23,0,0
AT3G51100.1,0,0,210887638.2,203199955.5,0,0
AT3G51140.1,602126797.3,196854236.7,253933080.8,50992207.24,84856000,271160911.7
AT3G51160.1,0,0,0,0,542247035,365333018.9
AT3G51240.1,0,0,0,0,0,16728010.3
AT3G51310.1,0,0,0,0,0,35197390.81
AT3G51420.1,0,0,0,81073967.54,169482956,295296671.1
AT3G51430.1,0,0,0,0,42497248,0
AT3G51450.1,0,0,79760354.68,0,0,0
AT3G51460.1,0,0,0,0,137065750,182297182.3
AT3G51510.1,0,429416838.1,0,0,161204544,112623305.3
AT3G51550.1,0,0,0,0,823215104,0
AT3G51600.1,69270532.84,211660799.4,282232238,365494544.4,2802435904,2795448478
AT3G51730.1,0,0,0,0,136426368,73222518.48
AT3G51740.1,0,0,0,20600147.68,0,0
AT3G51780.1,0,0,0,0,30801236,39973475.28
AT3G51790.1,0,0,153324752.2,641508152.5,0,0
AT3G51800.1,0,0,212345780.3,221360373.9,1581156800,1685830388
AT3G51820.1,1152693387,1324476202,0,0,338293792,408381863.5
AT3G51830.1,0,0,176434951.9,84702179.52,0,0
AT3G51840.1,15509152.58,12922859.62,1397114395,433696078.2,306455256,49657373.3
AT3G51890.1,0,0,0,0,283862928,325083257.3
AT3G52070.1,0,42470233.08,0,0,0,0
AT3G52090.1,0,0,0,0,17764274,0
AT3G52140.1,0,0,20055736.42,0,153575117,82934711.64
AT3G52150.1,7063612166,1445996153,0,0,3488142368,1794586049
AT3G52155.1,67319970.69,0,0,0,0,51774697.29
AT3G52170.1,0,13314903.6,0,0,0,0
AT3G52180.1,1554636692,346093754.8,18892254.07,23436179.89,932260392,4534334274
AT3G52200.1,0,0,10926352922,10399879375,825824816,623143726.9
AT3G52230.1,1146860155,420293932.3,328109199.2,214860773.2,268952948,206368290.3
AT3G52300.1,18749387.99,88459484.23,93181688691,1.00E+11,5540707826,4770237864
AT3G52380.1,6667277253,326487068,0,0,1655449518,1464997501
AT3G52390.1,0,0,0,0,0,15563404.15
AT3G52400.1,0,0,41303971.32,0,95430136,0
AT3G52430.1,0,0,0,0,89987672,0
AT3G52500.1,0,23270128.53,0,0,1911575168,166526591.4
AT3G52560.1,0,0,33884126.36,0,161481138,143359399.2
AT3G52570.1,0,0,1659296811,1194515870,0,41434554.54
AT3G52580.1,0,0,33931330.15,0,52487780,33190539.65
AT3G52730.1,0,13466497.7,13173805998,12617917014,169972196,646192357.3
AT3G52750.1,343311906.7,0,0,0,185203254,187134501.7
AT3G52840.1,0,0,0,0,197106650,77209007.91
AT3G52850.1,0,0,0,0,0,38296380.59
AT3G52880.1,42771931.15,37146895.15,581317185.2,760923747.5,8102285092,11623132235
AT3G52920.1,0,0,0,0,23381272,29457978.62
AT3G52930.1,68322387.8,81550408.92,2192562997,1246310613,8522138796,5418431042
AT3G52950.1,0,0,853815169,834360969.6,15486690,0
AT3G52960.1,15473737192,4451014945,2378266813,3022275911,14256171052,14447054954
AT3G52990.1,0,0,0,72646533.55,231440768,618526865.8
AT3G53000.1,0,0,0,0,95918592,0
AT3G53020.1,0,0,891804551.4,1108711599,1864277200,1315331818
AT3G53110.1,0,0,0,0,408393590,363879843.9
AT3G53130.1,595776781.7,51992912.52,0,0,171327143,500571991.8
AT3G53180.1,0,0,0,0,360322042,272138154.1
AT3G53390.1,0,0,0,0,0,19624814.41
AT3G53420.1,0,0,1753474320,1570517885,6400527528,2470879141
AT3G53430.1,0,0,47132418.01,0,235947440,219229855.7
AT3G53460.1,2887449328,387170148.5,0,0,651538876,462440348.8
AT3G53470.1,2242665899,1351881817,0,0,0,1779040883
AT3G53520.1,0,0,362224817.3,27433224.17,20510614,0
AT3G53560.1,183564382,20033841.2,0,0,44061916,127277100
AT3G53580.1,1042682034,214114743.9,0,0,1350148992,596757059.2
AT3G53610.1,0,44593510.15,0,0,87802442,83718906.19
AT3G53700.1,10126303.11,0,0,0,0,0
AT3G53740.1,0,0,0,126814606.7,420298752,401625659.8
AT3G53810.1,21369942.87,0,159663539.2,0,0,0
AT3G53870.1,0,16448481.31,92040155.54,0,1025831500,1130607405
AT3G53890.1,0,0,139715916.7,0,253716768,204191064.9
AT3G53900.1,1099103896,68981102.14,0,0,747694832,696432668.3
AT3G53970.1,0,0,0,0,153753968,253824666.4
AT3G53990.1,0,13178634.2,917825168.7,783472243.7,3663310844,2959111987
AT3G54010.1,0,0,0,0,18340496,35408386.9
AT3G54050.1,18028894611,2684551420,103600229.9,55158808.87,16288474692,20304822692
AT3G54090.1,276918826.9,62651982.78,0,0,0,0
AT3G54110.1,0,7862201.18,23462747816,23691640233,1256763896,1128601316
AT3G54140.1,0,0,29526611.16,0,50882976,45434883.4
AT3G54200.1,0,0,0,0,43522928,0
AT3G54210.1,3306361413,1039623268,74512720.03,100067284.8,1194694192,880298675.5
AT3G54350.1,0,0,50560792.51,0,0,0
AT3G54360.1,0,0,0,0,65020856,61658447.91
AT3G54400.1,199415442.8,851838223.9,446407769,526206988.9,1304805200,1614380114
AT3G54420.1,0,0,0,0,20599076,0
AT3G54440.1,631324621.7,0,0,0,2434408030,1873463226
AT3G54470.1,0,0,0,79342408.29,692322408,422329868.5
AT3G54540.1,0,12731453.32,0,0,267341485,74365855.49
AT3G54600.1,0,0,0,0,204687120,120041568.7
AT3G54610.1,0,0,0,110641676.5,0,0
AT3G54640.1,1370790613,508913284.8,0,0,167152206,173720554.9
AT3G54660.1,2769976672,648965318.9,1408056454,494280796,2101033204,2999481516
AT3G54670.1,0,0,91122953.43,0,0,0
AT3G54760.1,0,0,287325979.8,229491647.6,78070492,124639619.4
AT3G54780.1,0,71617808.82,0,0,0,0
AT3G54826.1,0,0,52587267.04,32080717.67,0,100597998.2
AT3G54840.1,0,0,0,0,47589700,33469121.35
AT3G54850.1,671960199.4,633455494.4,1688902838,2282025163,0,1857534824
AT3G54860.1,0,0,0,0,51002930,28418337.53
AT3G54890.1,31915865146,70011977421,2524262866,2354012140,14217618768,14473902621
AT3G54900.1,316244852.7,84337111.05,28672092.1,0,121703272,142756218.9
AT3G54960.1,0,0,0,0,969278577.5,504542709.2
AT3G54980.1,0,0,53133819.5,30856560.58,0,0
AT3G55000.1,0,0,0,0,6684787.5,0
AT3G55010.1,298493619.9,171400202.6,0,0,338016264,290221736.4
AT3G55040.1,666781620.2,111821060.8,0,0,775936028,1063001846
AT3G55120.1,0,0,0,0,0,662654898.5
AT3G55170.1,0,0,0,0,114209008,0
AT3G55220.1,0,0,9221499.92,0,167996276,74394026.09
AT3G55250.1,785650791.9,373735792.3,0,0,800354030.3,578558526.8
AT3G55260.1,0,0,0,0,474657124,663307922.4
AT3G55330.1,5879355917,5962398240,279352664.3,320653990.3,4443956562,4918766859
AT3G55360.1,0,0,0,0,169159592,88443541.04
AT3G55400.1,306745090.1,0,226158063.3,248179941.7,116825544,72484755.29
AT3G55410.1,0,0,64306843507,66319643883,1954537494,2240006241
AT3G55430.1,0,0,0,0,46906880,0
AT3G55440.1,48485448.24,124438142.5,1188867606,1088566992,12013548893,6947690891
AT3G55560.1,0,0,21969534.15,0,0,0
AT3G55605.1,0,0,205583744.2,238846988.4,0,0
AT3G55610.1,0,0,0,0,130294429,57444064.12
AT3G55620.1,0,0,0,0,162100208,117003377.9
AT3G55630.1,0,0,503298887.4,706077589.7,0,28199887.04
AT3G55760.1,465134729.9,2123786615,0,0,518228241,464708499
AT3G55770.1,0,0,62696183.12,0,90297392,52199280.73
AT3G55800.1,34266704421,5291264890,413030870.4,239684905.4,38379379552,40162192030
AT3G56010.1,348817524.6,321055176.6,0,0,0,0
AT3G56030.1,0,0,46234440.4,13317089.41,0,0
AT3G56070.1,0,0,8001075423,7449115867,277293040,326338027.1
AT3G56090.1,406946519,49271425.37,0,0,76148248,77792044.29
AT3G56110.1,0,0,103500046.1,0,43283588,54905604.73
AT3G56130.1,436380051.6,37846082.91,0,0,136433052,0
AT3G56140.1,298907231,189397399.3,0,0,23239970,0
AT3G56150.1,0,0,12723656.15,11622482.79,243806264,134929298.1
AT3G56160.1,0,0,0,0,38796720,10460290.3
AT3G56190.1,0,0,91930560.57,71799828.59,27188677192,22504933878
AT3G56210.1,0,0,409792776.8,357501590.9,0,0
AT3G56240.1,0,0,403485312.9,122751474.8,1169537848,1293194811
AT3G56290.1,0,8967434.851,0,0,0,36553664
AT3G56310.1,0,0,0,0,749126872,429564032
AT3G56430.1,0,0,921878431.3,1048746510,15238435,0
AT3G56460.1,0,0,644802531.6,697445503.2,724666254,435462704
AT3G56490.1,0,0,50740308.63,0,680917400,1050369296
AT3G56650.1,2570006444,3283698457,120723815.4,0,1901595174,2227574608
AT3G56690.1,0,26947580.43,0,0,0,0
AT3G56840.1,0,0,44530632.34,40587169.91,0,0
AT3G56900.1,0,0,0,32095787,0,0
AT3G56910.1,2335492393,784992023.6,74554999,105632775.5,614763840,407478926.8
AT3G56940.1,5171539551,3233065932,29564314.54,0,807310776.5,288322102.7
AT3G56950.1,0,0,0,0,0,28567060.45
AT3G57020.1,0,0,29966227.33,141268016.2,432850172,42809230.2
AT3G57030.1,0,0,0,0,413712494,695705313
AT3G57050.1,539366705,184688696.8,0,0,374163643,392145039.3
AT3G57090.1,22675901.1,31908183.23,100673880.6,0,56769636,166465594.8
AT3G57150.1,0,0,0,0,135690321,81983043.84
AT3G57180.1,13974676.73,0,0,0,0,0
AT3G57240.1,0,0,0,0,55240358,207159218.9
AT3G57260.1,21609317.66,39170340.42,123127879.4,39873222.8,5129163044,13800329.96
AT3G57280.1,369721725,253214882,0,42779445.38,287424410,243380495.9
AT3G57290.1,0,0,33329546.87,48520095.71,422960032,372267582.8
AT3G57300.1,0,0,45371067.76,59026107.83,0,0
AT3G57320.1,0,0,0,0,17700222,24645490.75
AT3G57330.1,0,0,62443870.49,56462305.44,181298492,51965383.01
AT3G57410.1,0,0,0,0,785804778,124712487.9
AT3G57420.1,0,0,0,0,0,0
AT3G57490.1,0,0,0,0,19109112,0
AT3G57530.1,0,0,0,25729093.95,50620380,80296138.07
AT3G57560.1,806298496.4,191716861.7,0,0,645448072,359670051
AT3G57610.1,1990840099,1035233677,0,0,2657169706,1956777380
AT3G57650.1,0,0,50454614.58,0,0,0
AT3G57785.1,0,0,41361470.82,0,0,0
AT3G57790.1,0,0,0,0,27256038,0
AT3G57810.1,0,0,0,82301266.98,0,0
AT3G57890.1,0,0,0,0,288145032,543113447.8
AT3G58010.1,2337706473,5882222063,0,0,699788072,1460604514
AT3G58140.1,1405377260,148093013.2,904147271.2,1036729847,950384168,1381201770
AT3G58170.1,0,0,44808419.17,16813203.47,0,54756310.62
AT3G58510.1,0,0,60918124.95,0,112821140,72767567.2
AT3G58600.1,0,0,0,0,50217208,50912572.44
AT3G58610.1,9544221574,1517048249,0,0,7212022095,3504728579
AT3G58730.1,0,21894936.39,804172961.5,1679144687,2241672280,1467941274
AT3G58750.1,0,0,1363139578,213931579.8,41156500,46894536.84
AT3G58830.1,0,10964501.56,0,0,0,0
AT3G58840.1,0,0,927079649.9,755242532.4,28318052,0
AT3G58990.1,0,28195618.59,0,0,0,0
AT3G59010.1,0,0,0,0,103999388,183455065.2
AT3G59020.1,0,0,0,0,63875152,0
AT3G59040.1,28146625.65,0,0,0,0,0
AT3G59280.1,0,0,1161147410,1143584663,0,0
AT3G59350.1,0,0,0,0,14773082,0
AT3G59400.1,173241920.7,0,0,0,0,0
AT3G59500.1,0,0,22493371.79,0,41177920,66584137.84
AT3G59650.1,0,0,125832800.7,145786396.9,0,0
AT3G59760.1,69747097.24,143422357.5,9425664688,8217245304,465490454,587946332.9
AT3G59770.1,0,0,0,0,0,22039062.46
AT3G59780.1,5887473082,13691411090,110629158.8,87072920.14,2987451016,3017622007
AT3G59820.1,0,0,4223867918,4545116158,0,33987525.75
AT3G59840.1,26603938.64,23293139.26,0,0,0,55936847.68
AT3G59910.1,0,0,103101289.1,100142401.8,0,0
AT3G59920.1,4704373.585,0,0,0,521223748.5,346257575.3
AT3G59970.1,0,0,0,0,975000870,859256642.5
AT3G59980.1,213360587.7,0,949463013.8,276705851.6,506567920,739807437.5
AT3G59990.1,0,0,0,0,114736472,26601987.42
AT3G60190.1,0,0,0,0,341549380,301901480.7
AT3G60240.2,0,0,26049732.84,0,61466347,75573988.75
AT3G60245.1,0,0,296229639.3,167112719.9,332110936,300552632.9
AT3G60320.1,0,0,0,0,1519400064,0
AT3G60340.1,0,0,0,0,49880628,156362034.4
AT3G60370.1,2264879995,2916112064,0,0,189891564,84040511.47
AT3G60415.1,0,0,0,0,26215710,0
AT3G60440.1,32682226.12,0,0,0,0,96994832.17
AT3G60450.1,0,0,0,0,346784632,198086231.5
AT3G60510.1,0,0,710723796.6,247768401.3,0,0
AT3G60590.1,28091172.51,0,0,0,0,0
AT3G60600.1,0,0,31853374.48,0,0,62333578.26
AT3G60620.1,33821802.02,0,0,0,0,0
